Year BS,Year AD,District,zone,belt,region,Gynecological problems,No of people,Zone,Belt,Region
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Breast lumps / Breast Abscess,167,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Disfunctional uterine bleeding,270,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Leukerrhoea (Veginal discharge syndrom,349,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Mastitis (Ingorged breast),85,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Menstrual disorder,489,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Pelvic Inflamatory Disease (PID),787,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Prolapsed uterus,102,Kosi,Mountain,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,Breast lumps / Breast Abscess,428,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,Disfunctional uterine bleeding,233,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,Leukerrhoea (Veginal discharge syndrom,1672,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,Mastitis (Ingorged breast),101,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,Menstrual disorder,778,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,Pelvic Inflamatory Disease (PID),416,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,Prolapsed uterus,574,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,Breast lumps / Breast Abscess,435,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,Disfunctional uterine bleeding,242,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,Leukerrhoea (Veginal discharge syndrom,2854,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,Mastitis (Ingorged breast),117,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,Menstrual disorder,1230,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,Pelvic Inflamatory Disease (PID),1362,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,Prolapsed uterus,931,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,Breast lumps / Breast Abscess,393,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,Disfunctional uterine bleeding,297,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,Leukerrhoea (Veginal discharge syndrom,1918,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,Mastitis (Ingorged breast),143,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,Menstrual disorder,936,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,Pelvic Inflamatory Disease (PID),619,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,Prolapsed uterus,549,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,Breast lumps / Breast Abscess,320,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,Disfunctional uterine bleeding,295,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,Leukerrhoea (Veginal discharge syndrom,1345,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,Mastitis (Ingorged breast),122,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,Menstrual disorder,799,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,Pelvic Inflamatory Disease (PID),568,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,Prolapsed uterus,137,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,Breast lumps / Breast Abscess,181,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,Disfunctional uterine bleeding,273,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,Leukerrhoea (Veginal discharge syndrom,1286,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,Mastitis (Ingorged breast),70,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,Menstrual disorder,726,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,Pelvic Inflamatory Disease (PID),372,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,Prolapsed uterus,177,Sagarmatha,Terai,Eastern
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,Breast lumps / Breast Abscess,307,Janakpur,Terai,Central
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,Disfunctional uterine bleeding,341,Janakpur,Terai,Central
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,Leukerrhoea (Veginal discharge syndrom,1584,Janakpur,Terai,Central
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,Mastitis (Ingorged breast),83,Janakpur,Terai,Central
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,Menstrual disorder,873,Janakpur,Terai,Central
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,Pelvic Inflamatory Disease (PID),478,Janakpur,Terai,Central
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,Prolapsed uterus,186,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,Breast lumps / Breast Abscess,246,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,Disfunctional uterine bleeding,344,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,Leukerrhoea (Veginal discharge syndrom,1302,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,Mastitis (Ingorged breast),74,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,Menstrual disorder,760,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,Pelvic Inflamatory Disease (PID),651,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,Prolapsed uterus,168,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,Breast lumps / Breast Abscess,332,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,Disfunctional uterine bleeding,412,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,Leukerrhoea (Veginal discharge syndrom,1860,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,Mastitis (Ingorged breast),65,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,Menstrual disorder,1238,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,Pelvic Inflamatory Disease (PID),776,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,Prolapsed uterus,116,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,Breast lumps / Breast Abscess,269,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,Disfunctional uterine bleeding,326,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,Leukerrhoea (Veginal discharge syndrom,1700,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,Mastitis (Ingorged breast),83,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,Menstrual disorder,1137,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,Pelvic Inflamatory Disease (PID),677,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,Prolapsed uterus,76,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,Breast lumps / Breast Abscess,249,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,Disfunctional uterine bleeding,293,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,Leukerrhoea (Veginal discharge syndrom,1921,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,Mastitis (Ingorged breast),70,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,Menstrual disorder,1266,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,Pelvic Inflamatory Disease (PID),733,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,Prolapsed uterus,101,Janakpur,Terai,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,Breast lumps / Breast Abscess,128,Janakpur,Hill,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,Disfunctional uterine bleeding,146,Janakpur,Hill,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,Leukerrhoea (Veginal discharge syndrom,338,Janakpur,Hill,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,Mastitis (Ingorged breast),43,Janakpur,Hill,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,Menstrual disorder,311,Janakpur,Hill,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,Pelvic Inflamatory Disease (PID),272,Janakpur,Hill,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,Prolapsed uterus,55,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,Breast lumps / Breast Abscess,128,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,Disfunctional uterine bleeding,180,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,Leukerrhoea (Veginal discharge syndrom,407,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,Mastitis (Ingorged breast),32,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,Menstrual disorder,328,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,Pelvic Inflamatory Disease (PID),310,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,Prolapsed uterus,67,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,Breast lumps / Breast Abscess,116,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,Disfunctional uterine bleeding,183,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,Leukerrhoea (Veginal discharge syndrom,364,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,Mastitis (Ingorged breast),41,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,Menstrual disorder,324,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,Pelvic Inflamatory Disease (PID),404,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,Prolapsed uterus,27,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,Breast lumps / Breast Abscess,119,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,Disfunctional uterine bleeding,179,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,Leukerrhoea (Veginal discharge syndrom,453,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,Mastitis (Ingorged breast),56,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,Menstrual disorder,407,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,Pelvic Inflamatory Disease (PID),376,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,Prolapsed uterus,36,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,Breast lumps / Breast Abscess,140,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,Disfunctional uterine bleeding,129,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,Leukerrhoea (Veginal discharge syndrom,367,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,Mastitis (Ingorged breast),51,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,Menstrual disorder,370,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,Pelvic Inflamatory Disease (PID),432,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,Prolapsed uterus,119,Janakpur,Hill,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,Breast lumps / Breast Abscess,195,Bagmati,Mountain,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,Disfunctional uterine bleeding,421,Bagmati,Mountain,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,Leukerrhoea (Veginal discharge syndrom,584,Bagmati,Mountain,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,Mastitis (Ingorged breast),98,Bagmati,Mountain,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,Menstrual disorder,682,Bagmati,Mountain,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,Pelvic Inflamatory Disease (PID),963,Bagmati,Mountain,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,Prolapsed uterus,431,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Breast lumps / Breast Abscess,178,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Disfunctional uterine bleeding,402,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Leukerrhoea (Veginal discharge syndrom,665,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Mastitis (Ingorged breast),81,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Menstrual disorder,665,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Pelvic Inflamatory Disease (PID),1138,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Prolapsed uterus,293,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Breast lumps / Breast Abscess,225,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Disfunctional uterine bleeding,471,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Leukerrhoea (Veginal discharge syndrom,714,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Mastitis (Ingorged breast),109,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Menstrual disorder,683,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Pelvic Inflamatory Disease (PID),1298,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Prolapsed uterus,624,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Breast lumps / Breast Abscess,226,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Disfunctional uterine bleeding,483,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Leukerrhoea (Veginal discharge syndrom,786,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Mastitis (Ingorged breast),78,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Menstrual disorder,659,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Pelvic Inflamatory Disease (PID),1356,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Prolapsed uterus,331,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Breast lumps / Breast Abscess,163,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Disfunctional uterine bleeding,406,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Leukerrhoea (Veginal discharge syndrom,681,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Mastitis (Ingorged breast),93,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Menstrual disorder,455,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Pelvic Inflamatory Disease (PID),1019,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Prolapsed uterus,323,Bagmati,Mountain,Central
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Breast lumps / Breast Abscess,355,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Disfunctional uterine bleeding,566,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Leukerrhoea (Veginal discharge syndrom,1286,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Mastitis (Ingorged breast),99,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Menstrual disorder,813,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Pelvic Inflamatory Disease (PID),646,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Prolapsed uterus,126,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,Breast lumps / Breast Abscess,357,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,Disfunctional uterine bleeding,514,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,Leukerrhoea (Veginal discharge syndrom,1359,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,Mastitis (Ingorged breast),123,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,Menstrual disorder,788,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,Pelvic Inflamatory Disease (PID),704,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,Prolapsed uterus,221,Sagarmatha,Terai,Eastern
2068/69,2011/12,Siraha,Sagarmatha,Terai,Eastern,Breast lumps / Breast Abscess,290,Sagarmatha,Terai,Eastern
2068/69,2011/12,Siraha,Sagarmatha,Terai,Eastern,Disfunctional uterine bleeding,519,Sagarmatha,Terai,Eastern
2068/69,2011/12,Siraha,Sagarmatha,Terai,Eastern,Leukerrhoea (Veginal discharge syndrom,1279,Sagarmatha,Terai,Eastern
2068/69,2011/12,Siraha,Sagarmatha,Terai,Eastern,Mastitis (Ingorged breast),111,Sagarmatha,Terai,Eastern
2068/69,2011/12,Siraha,Sagarmatha,Terai,Eastern,Menstrual disorder,741,Sagarmatha,Terai,Eastern
2068/69,2011/12,Siraha,Sagarmatha,Terai,Eastern,Pelvic Inflamatory Disease (PID),589,Sagarmatha,Terai,Eastern
2068/69,2011/12,Siraha,Sagarmatha,Terai,Eastern,Prolapsed uterus,180,Sagarmatha,Terai,Eastern
2069/70,2012/13,Siraha,Sagarmatha,Terai,Eastern,Breast lumps / Breast Abscess,275,Sagarmatha,Terai,Eastern
2069/70,2012/13,Siraha,Sagarmatha,Terai,Eastern,Disfunctional uterine bleeding,563,Sagarmatha,Terai,Eastern
2069/70,2012/13,Siraha,Sagarmatha,Terai,Eastern,Leukerrhoea (Veginal discharge syndrom,1491,Sagarmatha,Terai,Eastern
2069/70,2012/13,Siraha,Sagarmatha,Terai,Eastern,Mastitis (Ingorged breast),100,Sagarmatha,Terai,Eastern
2069/70,2012/13,Siraha,Sagarmatha,Terai,Eastern,Menstrual disorder,905,Sagarmatha,Terai,Eastern
2069/70,2012/13,Siraha,Sagarmatha,Terai,Eastern,Pelvic Inflamatory Disease (PID),886,Sagarmatha,Terai,Eastern
2069/70,2012/13,Siraha,Sagarmatha,Terai,Eastern,Prolapsed uterus,228,Sagarmatha,Terai,Eastern
2070/71,2013/14,Siraha,Sagarmatha,Terai,Eastern,Breast lumps / Breast Abscess,323,Sagarmatha,Terai,Eastern
2070/71,2013/14,Siraha,Sagarmatha,Terai,Eastern,Disfunctional uterine bleeding,647,Sagarmatha,Terai,Eastern
2070/71,2013/14,Siraha,Sagarmatha,Terai,Eastern,Leukerrhoea (Veginal discharge syndrom,1462,Sagarmatha,Terai,Eastern
2070/71,2013/14,Siraha,Sagarmatha,Terai,Eastern,Mastitis (Ingorged breast),91,Sagarmatha,Terai,Eastern
2070/71,2013/14,Siraha,Sagarmatha,Terai,Eastern,Menstrual disorder,887,Sagarmatha,Terai,Eastern
2070/71,2013/14,Siraha,Sagarmatha,Terai,Eastern,Pelvic Inflamatory Disease (PID),890,Sagarmatha,Terai,Eastern
2070/71,2013/14,Siraha,Sagarmatha,Terai,Eastern,Prolapsed uterus,161,Sagarmatha,Terai,Eastern
2066/67,2009/10,Solukhumbu,Sagarmatha,Mountain,Eastern,Breast lumps / Breast Abscess,52,Sagarmatha,Mountain,Eastern
2066/67,2009/10,Solukhumbu,Sagarmatha,Mountain,Eastern,Disfunctional uterine bleeding,165,Sagarmatha,Mountain,Eastern
2066/67,2009/10,Solukhumbu,Sagarmatha,Mountain,Eastern,Leukerrhoea (Veginal discharge syndrom,186,Sagarmatha,Mountain,Eastern
2066/67,2009/10,Solukhumbu,Sagarmatha,Mountain,Eastern,Mastitis (Ingorged breast),48,Sagarmatha,Mountain,Eastern
2066/67,2009/10,Solukhumbu,Sagarmatha,Mountain,Eastern,Menstrual disorder,346,Sagarmatha,Mountain,Eastern
2066/67,2009/10,Solukhumbu,Sagarmatha,Mountain,Eastern,Pelvic Inflamatory Disease (PID),177,Sagarmatha,Mountain,Eastern
2066/67,2009/10,Solukhumbu,Sagarmatha,Mountain,Eastern,Prolapsed uterus,54,Sagarmatha,Mountain,Eastern
2067/68,2010/11,Solukhumbu,Sagarmatha,Mountain,Eastern,Breast lumps / Breast Abscess,116,Sagarmatha,Mountain,Eastern
2067/68,2010/11,Solukhumbu,Sagarmatha,Mountain,Eastern,Disfunctional uterine bleeding,161,Sagarmatha,Mountain,Eastern
2067/68,2010/11,Solukhumbu,Sagarmatha,Mountain,Eastern,Leukerrhoea (Veginal discharge syndrom,176,Sagarmatha,Mountain,Eastern
2067/68,2010/11,Solukhumbu,Sagarmatha,Mountain,Eastern,Mastitis (Ingorged breast),64,Sagarmatha,Mountain,Eastern
2067/68,2010/11,Solukhumbu,Sagarmatha,Mountain,Eastern,Menstrual disorder,395,Sagarmatha,Mountain,Eastern
2067/68,2010/11,Solukhumbu,Sagarmatha,Mountain,Eastern,Pelvic Inflamatory Disease (PID),277,Sagarmatha,Mountain,Eastern
2067/68,2010/11,Solukhumbu,Sagarmatha,Mountain,Eastern,Prolapsed uterus,71,Sagarmatha,Mountain,Eastern
2068/69,2011/12,Solukhumbu,Sagarmatha,Mountain,Eastern,Breast lumps / Breast Abscess,102,Sagarmatha,Mountain,Eastern
2068/69,2011/12,Solukhumbu,Sagarmatha,Mountain,Eastern,Disfunctional uterine bleeding,139,Sagarmatha,Mountain,Eastern
2068/69,2011/12,Solukhumbu,Sagarmatha,Mountain,Eastern,Leukerrhoea (Veginal discharge syndrom,297,Sagarmatha,Mountain,Eastern
2068/69,2011/12,Solukhumbu,Sagarmatha,Mountain,Eastern,Mastitis (Ingorged breast),150,Sagarmatha,Mountain,Eastern
2068/69,2011/12,Solukhumbu,Sagarmatha,Mountain,Eastern,Menstrual disorder,524,Sagarmatha,Mountain,Eastern
2068/69,2011/12,Solukhumbu,Sagarmatha,Mountain,Eastern,Pelvic Inflamatory Disease (PID),295,Sagarmatha,Mountain,Eastern
2068/69,2011/12,Solukhumbu,Sagarmatha,Mountain,Eastern,Prolapsed uterus,100,Sagarmatha,Mountain,Eastern
2069/70,2012/13,Solukhumbu,Sagarmatha,Mountain,Eastern,Breast lumps / Breast Abscess,78,Sagarmatha,Mountain,Eastern
2069/70,2012/13,Solukhumbu,Sagarmatha,Mountain,Eastern,Disfunctional uterine bleeding,217,Sagarmatha,Mountain,Eastern
2069/70,2012/13,Solukhumbu,Sagarmatha,Mountain,Eastern,Leukerrhoea (Veginal discharge syndrom,358,Sagarmatha,Mountain,Eastern
2069/70,2012/13,Solukhumbu,Sagarmatha,Mountain,Eastern,Mastitis (Ingorged breast),44,Sagarmatha,Mountain,Eastern
2069/70,2012/13,Solukhumbu,Sagarmatha,Mountain,Eastern,Menstrual disorder,547,Sagarmatha,Mountain,Eastern
2069/70,2012/13,Solukhumbu,Sagarmatha,Mountain,Eastern,Pelvic Inflamatory Disease (PID),438,Sagarmatha,Mountain,Eastern
