District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Sub-Indicator,Sub-Indicator,Value
Bara,Narayani,Terai,Central,2070/71,2013/14,HEV,+Ve,0
Bara,Narayani,Terai,Central,2070/71,2013/14,CD4 count,,0
Bara,Narayani,Terai,Central,2070/71,2013/14,Viral Load,,0
Bara,Narayani,Terai,Central,2070/71,2013/14,Others,,4
Parsa,Narayani,Terai,Central,2070/71,2013/14,HIV,Total,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,HIV,+Ve,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,HCV,Total,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,HCV,+Ve,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,Western Bloot,Total,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,Western Bloot,+Ve,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,HBsAg,Total,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,HBsAg,+Ve,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,HEV,Total,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,HEV,+Ve,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,CD4 count,,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,Viral Load,,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,Others,,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,HIV,Total,17328
Chitwan,Narayani,Terai,Central,2070/71,2013/14,HIV,+Ve,340
Chitwan,Narayani,Terai,Central,2070/71,2013/14,HCV,Total,8340
Chitwan,Narayani,Terai,Central,2070/71,2013/14,HCV,+Ve,66
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Western Bloot,Total,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Western Bloot,+Ve,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,HBsAg,Total,22159
Chitwan,Narayani,Terai,Central,2070/71,2013/14,HBsAg,+Ve,127
Chitwan,Narayani,Terai,Central,2070/71,2013/14,HEV,Total,322
Chitwan,Narayani,Terai,Central,2070/71,2013/14,HEV,+Ve,14
Chitwan,Narayani,Terai,Central,2070/71,2013/14,CD4 count,,607
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Viral Load,,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Others,,77
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,HIV,Total,2451
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,HIV,+Ve,35
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,HCV,Total,147
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,HCV,+Ve,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Western Bloot,Total,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Western Bloot,+Ve,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,HBsAg,Total,2090
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,HBsAg,+Ve,8
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,HEV,Total,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,HEV,+Ve,1
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,CD4 count,,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Viral Load,,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Others,,4
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,HIV,Total,2058
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,HIV,+Ve,1
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,HCV,Total,113
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,HCV,+Ve,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Western Bloot,Total,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Western Bloot,+Ve,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,HBsAg,Total,270
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,HBsAg,+Ve,1
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,HEV,Total,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,HEV,+Ve,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,CD4 count,,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Viral Load,,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Others,,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,HIV,Total,2824
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,HIV,+Ve,16
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,HCV,Total,802
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,HCV,+Ve,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Western Bloot,Total,104
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Western Bloot,+Ve,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,HBsAg,Total,1533
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,HBsAg,+Ve,20
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,HEV,Total,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,HEV,+Ve,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,CD4 count,,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Viral Load,,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Others,,5
Syangja,Gandaki,Hill,Western,2070/71,2013/14,HIV,Total,983
Syangja,Gandaki,Hill,Western,2070/71,2013/14,HIV,+Ve,5
Syangja,Gandaki,Hill,Western,2070/71,2013/14,HCV,Total,53
Syangja,Gandaki,Hill,Western,2070/71,2013/14,HCV,+Ve,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Western Bloot,Total,37
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Western Bloot,+Ve,1
Syangja,Gandaki,Hill,Western,2070/71,2013/14,HBsAg,Total,1973
Syangja,Gandaki,Hill,Western,2070/71,2013/14,HBsAg,+Ve,10
Syangja,Gandaki,Hill,Western,2070/71,2013/14,HEV,Total,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,HEV,+Ve,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,CD4 count,,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Viral Load,,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Others,,0
Kaski,Gandaki,Hill,Western,2070/71,2013/14,HIV,Total,10127
Kaski,Gandaki,Hill,Western,2070/71,2013/14,HIV,+Ve,39
Kaski,Gandaki,Hill,Western,2070/71,2013/14,HCV,Total,8056
Kaski,Gandaki,Hill,Western,2070/71,2013/14,HCV,+Ve,19
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Western Bloot,Total,0
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Western Bloot,+Ve,710
Kaski,Gandaki,Hill,Western,2070/71,2013/14,HBsAg,Total,9464
Kaski,Gandaki,Hill,Western,2070/71,2013/14,HBsAg,+Ve,51
Kaski,Gandaki,Hill,Western,2070/71,2013/14,HEV,Total,35
Kaski,Gandaki,Hill,Western,2070/71,2013/14,HEV,+Ve,0
Kaski,Gandaki,Hill,Western,2070/71,2013/14,CD4 count,,0
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Viral Load,,0
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Others,,92
Manang,Gandaki,Mountain,Western,2070/71,2013/14,HIV,Total,7
Manang,Gandaki,Mountain,Western,2070/71,2013/14,HIV,+Ve,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,HCV,Total,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,HCV,+Ve,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,Western Bloot,Total,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,Western Bloot,+Ve,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,HBsAg,Total,2
Manang,Gandaki,Mountain,Western,2070/71,2013/14,HBsAg,+Ve,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,HEV,Total,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,HEV,+Ve,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,CD4 count,,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,Viral Load,,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,Others,,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,HIV,Total,31
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,HIV,+Ve,5
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,HCV,Total,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,HCV,+Ve,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,Western Bloot,Total,6
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,Western Bloot,+Ve,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,HBsAg,Total,13
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,HBsAg,+Ve,2
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,HEV,Total,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,HEV,+Ve,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,CD4 count,,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,Viral Load,,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,Others,,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,HIV,Total,849
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,HIV,+Ve,5
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,HCV,Total,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,HCV,+Ve,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,Western Bloot,Total,56
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,Western Bloot,+Ve,2
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,HBsAg,Total,949
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,HBsAg,+Ve,13
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,HEV,Total,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,HEV,+Ve,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,CD4 count,,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,Viral Load,,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,Others,,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,HIV,Total,208
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,HIV,+Ve,3
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,HCV,Total,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,HCV,+Ve,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,Western Bloot,Total,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,Western Bloot,+Ve,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,HBsAg,Total,808
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,HBsAg,+Ve,1
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,HEV,Total,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,HEV,+Ve,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,CD4 count,,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,Viral Load,,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,Others,,0
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,HIV,Total,3017
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,HIV,+Ve,26
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,HCV,Total,498
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,HCV,+Ve,0
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,Western Bloot,Total,0
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,Western Bloot,+Ve,0
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,HBsAg,Total,1609
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,HBsAg,+Ve,1
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,HEV,Total,0
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,HEV,+Ve,0
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,CD4 count,,245
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,Viral Load,,0
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,Others,,0
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,HIV,Total,1003
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,HIV,+Ve,7
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,HCV,Total,12
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,HCV,+Ve,0
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Western Bloot,Total,4
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Western Bloot,+Ve,0
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,HBsAg,Total,26
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,HBsAg,+Ve,0
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,HEV,Total,0
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,HEV,+Ve,0
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,CD4 count,,0
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Viral Load,,0
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Others,,0
Palpa,Lumbini,Hill,Western,2070/71,2013/14,HIV,Total,11280
Palpa,Lumbini,Hill,Western,2070/71,2013/14,HIV,+Ve,91
Palpa,Lumbini,Hill,Western,2070/71,2013/14,HCV,Total,4383
Palpa,Lumbini,Hill,Western,2070/71,2013/14,HCV,+Ve,5
Palpa,Lumbini,Hill,Western,2070/71,2013/14,Western Bloot,Total,0
Palpa,Lumbini,Hill,Western,2070/71,2013/14,Western Bloot,+Ve,0
Palpa,Lumbini,Hill,Western,2070/71,2013/14,HBsAg,Total,7951
Palpa,Lumbini,Hill,Western,2070/71,2013/14,HBsAg,+Ve,82
Palpa,Lumbini,Hill,Western,2070/71,2013/14,HEV,Total,139
Palpa,Lumbini,Hill,Western,2070/71,2013/14,HEV,+Ve,31
Palpa,Lumbini,Hill,Western,2070/71,2013/14,CD4 count,,94
Palpa,Lumbini,Hill,Western,2070/71,2013/14,Viral Load,,0
Palpa,Lumbini,Hill,Western,2070/71,2013/14,Others,,0
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,HIV,Total,1598
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,HIV,+Ve,7
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,HCV,Total,99
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,HCV,+Ve,0
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,Western Bloot,Total,0
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,Western Bloot,+Ve,0
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,HBsAg,Total,501
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,HBsAg,+Ve,1
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,HEV,Total,0
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,HEV,+Ve,0
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,CD4 count,,0
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,Viral Load,,0
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,Others,,0
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,HIV,Total,0
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,HIV,+Ve,0
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,HCV,Total,0
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,HCV,+Ve,0
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,Western Bloot,Total,0
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,Western Bloot,+Ve,0
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,HBsAg,Total,0
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,HBsAg,+Ve,0
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,HEV,Total,0
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,HEV,+Ve,0
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,CD4 count,,0
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,Viral Load,,0
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,Others,,0
Kapilvastu,Lumbini,Terai,Western,2070/71,2013/14,HIV,Total,70
Kapilvastu,Lumbini,Terai,Western,2070/71,2013/14,HIV,+Ve,0
Kapilvastu,Lumbini,Terai,Western,2070/71,2013/14,HCV,Total,0
Kapilvastu,Lumbini,Terai,Western,2070/71,2013/14,HCV,+Ve,0
Kapilvastu,Lumbini,Terai,Western,2070/71,2013/14,Western Bloot,Total,0
Kapilvastu,Lumbini,Terai,Western,2070/71,2013/14,Western Bloot,+Ve,0
Kapilvastu,Lumbini,Terai,Western,2070/71,2013/14,HBsAg,Total,6
Kapilvastu,Lumbini,Terai,Western,2070/71,2013/14,HBsAg,+Ve,0
Kapilvastu,Lumbini,Terai,Western,2070/71,2013/14,HEV,Total,0
Kapilvastu,Lumbini,Terai,Western,2070/71,2013/14,HEV,+Ve,0
Kapilvastu,Lumbini,Terai,Western,2070/71,2013/14,CD4 count,,0
Kapilvastu,Lumbini,Terai,Western,2070/71,2013/14,Viral Load,,0
Kapilvastu,Lumbini,Terai,Western,2070/71,2013/14,Others,,0
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,HIV,Total,122
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,HIV,+Ve,0
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,HCV,Total,285
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,HCV,+Ve,0
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,Western Bloot,Total,46
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,Western Bloot,+Ve,0
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,HBsAg,Total,564
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,HBsAg,+Ve,0
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,HEV,Total,32
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,HEV,+Ve,0
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,CD4 count,,0
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,Viral Load,,0
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,Others,,0
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,HIV,Total,1022
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,HIV,+Ve,4
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,HCV,Total,790
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,HCV,+Ve,112
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,Western Bloot,Total,0
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,Western Bloot,+Ve,0
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,HBsAg,Total,1012
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,HBsAg,+Ve,1
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,HEV,Total,0
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,HEV,+Ve,0
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,CD4 count,,0
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,Viral Load,,0
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,Others,,0
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,HIV,Total,474
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,HIV,+Ve,1
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,HCV,Total,18
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,HCV,+Ve,0
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,Western Bloot,Total,0
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,Western Bloot,+Ve,60
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,HBsAg,Total,495
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,HBsAg,+Ve,6
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,HEV,Total,30
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,HEV,+Ve,0
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,CD4 count,,0
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,Viral Load,,0
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,Others,,0
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,HIV,Total,1688
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,HIV,+Ve,5
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,HCV,Total,280
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,HCV,+Ve,0
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,Western Bloot,Total,0
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,Western Bloot,+Ve,0
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,HBsAg,Total,1853
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,HBsAg,+Ve,28
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,HEV,Total,0
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,HEV,+Ve,0
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,CD4 count,,0
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,Viral Load,,0
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,Others,,8
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,HIV,Total,1058
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,HIV,+Ve,4
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,HCV,Total,7
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,HCV,+Ve,0
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,Western Bloot,Total,0
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,Western Bloot,+Ve,0
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,HBsAg,Total,987
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,HBsAg,+Ve,4
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,HEV,Total,0
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,HEV,+Ve,0
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,CD4 count,,0
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,Viral Load,,0
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,Others,,4
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,HIV,Total,5383
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,HIV,+Ve,6
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,HCV,Total,113
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,HCV,+Ve,1
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Western Bloot,Total,4
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Western Bloot,+Ve,0
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,HBsAg,Total,6211
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,HBsAg,+Ve,9
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,HEV,Total,10
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,HEV,+Ve,0
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,CD4 count,,0
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Viral Load,,0
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Others,,3
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,HIV,Total,9831
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,HIV,+Ve,14
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,HCV,Total,4396
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,HCV,+Ve,4
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Western Bloot,Total,0
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Western Bloot,+Ve,0
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,HBsAg,Total,8244
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,HBsAg,+Ve,51
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,HEV,Total,916
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,HEV,+Ve,2
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,CD4 count,,0
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Viral Load,,0
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Others,,279
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,HIV,Total,1860
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,HIV,+Ve,4
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,HCV,Total,0
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,HCV,+Ve,0
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,Western Bloot,Total,0
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,Western Bloot,+Ve,0
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,HBsAg,Total,1404
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,HBsAg,+Ve,16
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,HEV,Total,6
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,HEV,+Ve,0
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,CD4 count,,14
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,Viral Load,,0
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,Others,,3
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,HIV,Total,798
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,HIV,+Ve,8
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,HCV,Total,2
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,HCV,+Ve,0
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,Western Bloot,Total,0
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,Western Bloot,+Ve,0
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,HBsAg,Total,380
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,HBsAg,+Ve,3
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,HEV,Total,0
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,HEV,+Ve,0
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,CD4 count,,33
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,Viral Load,,0
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,Others,,0
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,HIV,Total,1137
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,HIV,+Ve,15
