District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub- Indicator,Value
Kapilvastu,Lumbini,Terai,Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.57
Kapilvastu,Lumbini,Terai,Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,22.73
Kapilvastu,Lumbini,Terai,Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.21
Kapilvastu,Lumbini,Terai,Western,2070/71,2013/14,Not Mentioned Others,,3.75
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,1.95
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.1
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.66
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.36
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,3.4
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,24.06
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.12
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,Not Mentioned Others,,7.38
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.27
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.02
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.5
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.33
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0.01
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.73
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,23.86
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.09
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,Not Mentioned Others,,15.16
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.78
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.06
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.79
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.39
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0.01
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,0.91
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,25.89
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.08
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,Not Mentioned Others,,10.49
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,1.76
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.3
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,2.25
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.43
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0.01
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.35
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,26.13
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.25
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,Not Mentioned Others,,8.28
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.22
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.02
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.75
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.18
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.53
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,26.66
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.13
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,Not Mentioned Others,,6.34
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,1.68
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.19
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.81
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.56
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.59
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,18.29
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.32
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Not Mentioned Others,,22.59
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,9.81
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.02
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,0.87
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.05
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,0.9
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,18.64
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.24
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Not Mentioned Others,,5.96
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,1.79
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.11
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,2.25
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.17
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.67
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,19.32
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.41
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,Not Mentioned Others,,7.51
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,3.23
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.09
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.88
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.19
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.38
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,18.04
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.22
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,Not Mentioned Others,,16.07
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.25
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.11
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.32
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.15
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.1
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,25.25
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.12
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Not Mentioned Others,,8.9
Jajarkot,Bheri,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.32
Jajarkot,Bheri,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.16
Jajarkot,Bheri,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,2.27
Jajarkot,Bheri,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.21
Jajarkot,Bheri,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0.02
Jajarkot,Bheri,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.43
Jajarkot,Bheri,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,23.64
Jajarkot,Bheri,Hill,Mid-Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.27
Jajarkot,Bheri,Hill,Mid-Western,2070/71,2013/14,Not Mentioned Others,,8.22
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.79
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.04
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,0.73
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.3
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,0.66
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,20.29
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.06
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,Not Mentioned Others,,40.42
Jumla,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,3.22
Jumla,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.09
Jumla,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.23
Jumla,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.02
Jumla,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Jumla,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.94
Jumla,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,25
Jumla,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.09
Jumla,Karnali,Mountain,Mid-Western,2070/71,2013/14,Not Mentioned Others,,2.58
Kalikot,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,2
Kalikot,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.19
Kalikot,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.6
Kalikot,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.11
Kalikot,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0.01
Kalikot,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.96
Kalikot,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,26.49
Kalikot,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.23
Kalikot,Karnali,Mountain,Mid-Western,2070/71,2013/14,Not Mentioned Others,,4.87
Mugu,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.54
Mugu,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.06
Mugu,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,0.83
Mugu,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.09
Mugu,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Mugu,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.67
Mugu,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,26.38
Mugu,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.1
Mugu,Karnali,Mountain,Mid-Western,2070/71,2013/14,Not Mentioned Others,,3.11
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,3.56
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.09
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.57
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.03
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,2.02
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,22.75
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.21
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,Not Mentioned Others,,8.9
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.48
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.1
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,0.93
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.02
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0.01
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.18
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,29.96
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.06
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Not Mentioned Others,,10.03
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.28
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.32
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.44
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.72
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0.01
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.21
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,26.59
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.31
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,Not Mentioned Others,,6.46
Achham,Seti,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.38
Achham,Seti,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.09
Achham,Seti,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.3
Achham,Seti,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.53
Achham,Seti,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0.01
Achham,Seti,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.64
Achham,Seti,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,26.51
Achham,Seti,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.18
Achham,Seti,Hill,Far-Western,2070/71,2013/14,Not Mentioned Others,,10.54
Doti,Seti,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,3.08
Doti,Seti,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.18
Doti,Seti,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,0.93
Doti,Seti,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.17
Doti,Seti,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0.01
Doti,Seti,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.41
Doti,Seti,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,26.14
Doti,Seti,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.19
Doti,Seti,Hill,Far-Western,2070/71,2013/14,Not Mentioned Others,,13.89
Kailali,Seti,Terai,Far-Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,1.69
Kailali,Seti,Terai,Far-Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.6
Kailali,Seti,Terai,Far-Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,2.09
Kailali,Seti,Terai,Far-Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.47
Kailali,Seti,Terai,Far-Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Kailali,Seti,Terai,Far-Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.85
Kailali,Seti,Terai,Far-Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,24.67
Kailali,Seti,Terai,Far-Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.38
Kailali,Seti,Terai,Far-Western,2070/71,2013/14,Not Mentioned Others,,14.42
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,1.62
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.93
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,2.48
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.06
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.33
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,19.36
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.22
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,Not Mentioned Others,,12.55
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,1.87
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.73
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.8
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.61
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0.02
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,2.1
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,26.69
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.37
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,Not Mentioned Others,,11.56
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.12
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.24
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.43
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.02
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,2.02
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,24.88
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.15
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,Not Mentioned Others,,15.33
Darchula,Mahakali,Mountain,Far-Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.81
