Year BS,Year AD,District,zone,belt,region,Skin diseases,No of people,Zone,Belt,Region
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,Lymphadenitis,214,Rapti,Hill,Mid-Western
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,Psoriasis,40,Rapti,Hill,Mid-Western
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,Scabies,6915,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,Abscess,4190,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,"Eczema/
Dermatatis",5503,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,"Fungal
Infection",6929,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,"Impegtigo/
Boils/
Furunculosis",8180,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,Leukoderma,136,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,Lymphadenitis,142,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,Psoriasis,36,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,Scabies,6955,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,Abscess,4227,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,"Eczema/
Dermatatis",6796,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,"Fungal
Infection",6380,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,"Impegtigo/
Boils/
Furunculosis",6925,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,Leukoderma,70,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,Lymphadenitis,477,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,Psoriasis,44,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,Scabies,7813,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,Abscess,3804,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,"Eczema/
Dermatatis",5926,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,"Fungal
Infection",6589,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,"Impegtigo/
Boils/
Furunculosis",6665,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,Leukoderma,180,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,Lymphadenitis,406,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,Psoriasis,40,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,Scabies,8002,Rapti,Hill,Mid-Western
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Abscess,2327,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,"Eczema/
Dermatatis",4680,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,"Fungal
Infection",3364,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,"Impegtigo/
Boils/
Furunculosis",5770,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Leukoderma,51,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Lymphadenitis,533,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Psoriasis,68,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Scabies,3322,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Abscess,2631,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,"Eczema/
Dermatatis",3311,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,"Fungal
Infection",2668,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,"Impegtigo/
Boils/
Furunculosis",5266,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Leukoderma,10,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Lymphadenitis,564,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Psoriasis,71,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Scabies,3459,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Abscess,1855,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,"Eczema/
Dermatatis",3361,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,"Fungal
Infection",2523,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,"Impegtigo/
Boils/
Furunculosis",4705,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Leukoderma,29,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Lymphadenitis,356,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Psoriasis,5,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Scabies,2608,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Abscess,1924,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,"Eczema/
Dermatatis",3210,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,"Fungal
Infection",3151,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,"Impegtigo/
Boils/
Furunculosis",3818,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Leukoderma,77,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Lymphadenitis,258,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Psoriasis,9,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Scabies,2564,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Abscess,2044,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,"Eczema/
Dermatatis",3068,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,"Fungal
Infection",2792,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,"Impegtigo/
Boils/
Furunculosis",3933,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Leukoderma,47,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Lymphadenitis,228,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Psoriasis,29,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Scabies,2130,Kosi,Mountain,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,Abscess,25775,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,"Eczema/
Dermatatis",9133,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,"Fungal
Infection",9908,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,"Impegtigo/
Boils/
Furunculosis",33595,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,Leukoderma,145,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,Lymphadenitis,656,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,Psoriasis,733,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,Scabies,23036,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,Abscess,19375,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,"Eczema/
Dermatatis",8605,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,"Fungal
Infection",9630,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,"Impegtigo/
Boils/
Furunculosis",27699,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,Leukoderma,293,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,Lymphadenitis,498,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,Psoriasis,386,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,Scabies,20650,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,Abscess,18201,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,"Eczema/
Dermatatis",8305,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,"Fungal
Infection",9668,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,"Impegtigo/
Boils/
Furunculosis",30825,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,Leukoderma,231,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,Lymphadenitis,386,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,Psoriasis,119,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,Scabies,21061,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,Abscess,17381,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,"Eczema/
Dermatatis",9122,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,"Fungal
Infection",10142,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,"Impegtigo/
Boils/
Furunculosis",31011,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,Leukoderma,239,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,Lymphadenitis,815,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,Psoriasis,335,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,Scabies,22651,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,Abscess,17404,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,"Eczema/
Dermatatis",8558,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,"Fungal
Infection",9683,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,"Impegtigo/
Boils/
Furunculosis",28052,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,Leukoderma,265,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,Lymphadenitis,421,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,Psoriasis,76,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,Scabies,21905,Sagarmatha,Terai,Eastern
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,Abscess,20669,Janakpur,Terai,Central
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,"Eczema/
Dermatatis",8814,Janakpur,Terai,Central
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,"Fungal
Infection",10934,Janakpur,Terai,Central
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,"Impegtigo/
Boils/
Furunculosis",38457,Janakpur,Terai,Central
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,Leukoderma,676,Janakpur,Terai,Central
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,Lymphadenitis,683,Janakpur,Terai,Central
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,Psoriasis,296,Janakpur,Terai,Central
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,Scabies,23446,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,Abscess,20015,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,"Eczema/
Dermatatis",7779,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,"Fungal
Infection",10954,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,"Impegtigo/
Boils/
Furunculosis",29424,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,Leukoderma,330,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,Lymphadenitis,606,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,Psoriasis,117,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,Scabies,21435,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,Abscess,21567,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,"Eczema/
Dermatatis",9604,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,"Fungal
Infection",14385,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,"Impegtigo/
Boils/
Furunculosis",40709,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,Leukoderma,401,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,Lymphadenitis,951,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,Psoriasis,228,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,Scabies,25764,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,Abscess,20796,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,"Eczema/
Dermatatis",10515,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,"Fungal
Infection",14946,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,"Impegtigo/
Boils/
Furunculosis",33542,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,Leukoderma,308,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,Lymphadenitis,881,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,Psoriasis,445,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,Scabies,26078,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,Abscess,18604,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,"Eczema/
Dermatatis",9775,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,"Fungal
Infection",15847,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,"Impegtigo/
Boils/
Furunculosis",33434,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,Leukoderma,423,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,Lymphadenitis,769,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,Psoriasis,174,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,Scabies,26559,Janakpur,Terai,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,Abscess,4688,Janakpur,Hill,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,"Eczema/
Dermatatis",2152,Janakpur,Hill,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,"Fungal
Infection",3368,Janakpur,Hill,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,"Impegtigo/
Boils/
Furunculosis",5883,Janakpur,Hill,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,Leukoderma,97,Janakpur,Hill,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,Lymphadenitis,169,Janakpur,Hill,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,Psoriasis,64,Janakpur,Hill,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,Scabies,4118,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,Abscess,4583,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,"Eczema/
Dermatatis",2393,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,"Fungal
Infection",2969,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,"Impegtigo/
Boils/
Furunculosis",8521,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,Leukoderma,71,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,Lymphadenitis,319,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,Psoriasis,41,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,Scabies,3555,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,Abscess,4436,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,"Eczema/
Dermatatis",2826,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,"Fungal
Infection",3116,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,"Impegtigo/
Boils/
Furunculosis",7336,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,Leukoderma,114,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,Lymphadenitis,297,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,Psoriasis,39,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,Scabies,3737,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,Abscess,3481,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,"Eczema/
Dermatatis",3028,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,"Fungal
Infection",3307,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,"Impegtigo/
Boils/
Furunculosis",5774,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,Leukoderma,71,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,Lymphadenitis,262,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,Psoriasis,21,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,Scabies,4346,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,Abscess,4050,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,"Eczema/
Dermatatis",2495,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,"Fungal
Infection",3330,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,"Impegtigo/
Boils/
Furunculosis",5455,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,Leukoderma,66,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,Lymphadenitis,291,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,Psoriasis,37,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,Scabies,4736,Janakpur,Hill,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,Abscess,5842,Bagmati,Mountain,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,"Eczema/
Dermatatis",4668,Bagmati,Mountain,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,"Fungal
Infection",4195,Bagmati,Mountain,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,"Impegtigo/
Boils/
Furunculosis",6990,Bagmati,Mountain,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,Leukoderma,95,Bagmati,Mountain,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,Lymphadenitis,316,Bagmati,Mountain,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,Psoriasis,108,Bagmati,Mountain,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,Scabies,3295,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Abscess,6159,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,"Eczema/
Dermatatis",4677,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,"Fungal
Infection",3762,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,"Impegtigo/
Boils/
Furunculosis",5827,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Leukoderma,83,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Lymphadenitis,356,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Psoriasis,71,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Scabies,2888,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Abscess,6432,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,"Eczema/
Dermatatis",4563,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,"Fungal
Infection",4482,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,"Impegtigo/
Boils/
Furunculosis",6236,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Leukoderma,110,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Lymphadenitis,480,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Psoriasis,40,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Scabies,3053,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Abscess,5277,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,"Eczema/
Dermatatis",4125,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,"Fungal
Infection",4065,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,"Impegtigo/
Boils/
Furunculosis",5721,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Leukoderma,251,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Lymphadenitis,398,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Psoriasis,235,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Scabies,2884,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Abscess,5172,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,"Eczema/
Dermatatis",3537,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,"Fungal
Infection",3641,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,"Impegtigo/
Boils/
Furunculosis",5384,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Leukoderma,113,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Lymphadenitis,780,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Psoriasis,82,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Scabies,2524,Bagmati,Mountain,Central
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Abscess,24180,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,"Eczema/
Dermatatis",9956,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,"Fungal
Infection",13680,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,"Impegtigo/
Boils/
Furunculosis",37594,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Leukoderma,361,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Lymphadenitis,813,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Psoriasis,200,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Scabies,19492,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,Abscess,21320,Sagarmatha,Terai,Eastern
