District,zone,belt,region,Year BS,Year AD,Conducted by,Institution,Number of women,Zone,Belt,Region
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Conducted by health workers,Home,1,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,,At BEOC/CEOC centers,1089,Bagmati,Hill,Central
Makwanpur,Narayani,Hill,Central,2070/71,2013/14,Conducted by SBA,Health Institution,2475,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2070/71,2013/14,Conducted by SBA,Home,196,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2070/71,2013/14,Conducted by health workers,Health Institution,137,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2070/71,2013/14,Conducted by health workers,Home,11,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2070/71,2013/14,,At BEOC/CEOC centers,1274,Narayani,Hill,Central
Rautahat,Narayani,Terai,Central,2070/71,2013/14,Conducted by SBA,Health Institution,3145,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2070/71,2013/14,Conducted by SBA,Home,1551,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2070/71,2013/14,Conducted by health workers,Health Institution,252,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2070/71,2013/14,Conducted by health workers,Home,6972,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2070/71,2013/14,,At BEOC/CEOC centers,0,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2070/71,2013/14,Conducted by SBA,Health Institution,5429,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2070/71,2013/14,Conducted by SBA,Home,696,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2070/71,2013/14,Conducted by health workers,Health Institution,245,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2070/71,2013/14,Conducted by health workers,Home,2061,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2070/71,2013/14,,At BEOC/CEOC centers,1199,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2070/71,2013/14,Conducted by SBA,Health Institution,5867,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2070/71,2013/14,Conducted by SBA,Home,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2070/71,2013/14,Conducted by health workers,Health Institution,4959,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2070/71,2013/14,Conducted by health workers,Home,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2070/71,2013/14,,At BEOC/CEOC centers,4729,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2070/71,2013/14,Conducted by SBA,Health Institution,15488,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2070/71,2013/14,Conducted by SBA,Home,126,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2070/71,2013/14,Conducted by health workers,Health Institution,526,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2070/71,2013/14,Conducted by health workers,Home,47,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2070/71,2013/14,,At BEOC/CEOC centers,2157,Narayani,Terai,Central
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Conducted by SBA,Health Institution,1829,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Conducted by SBA,Home,65,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Conducted by health workers,Health Institution,73,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Conducted by health workers,Home,158,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,,At BEOC/CEOC centers,1265,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Conducted by SBA,Health Institution,1535,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Conducted by SBA,Home,68,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Conducted by health workers,Health Institution,136,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Conducted by health workers,Home,80,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,,At BEOC/CEOC centers,1160,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Conducted by SBA,Health Institution,1695,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Conducted by SBA,Home,89,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Conducted by health workers,Health Institution,35,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Conducted by health workers,Home,53,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,,At BEOC/CEOC centers,1112,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Conducted by SBA,Health Institution,1430,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Conducted by SBA,Home,180,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Conducted by health workers,Health Institution,9,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Conducted by health workers,Home,127,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2070/71,2013/14,,At BEOC/CEOC centers,1040,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Conducted by SBA,Health Institution,13824,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Conducted by SBA,Home,132,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Conducted by health workers,Health Institution,51,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Conducted by health workers,Home,34,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2070/71,2013/14,,At BEOC/CEOC centers,13185,Gandaki,Hill,Western
Manang,Gandaki,Mountain,Western,2070/71,2013/14,Conducted by SBA,Health Institution,1,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2070/71,2013/14,Conducted by SBA,Home,15,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2070/71,2013/14,Conducted by health workers,Health Institution,3,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2070/71,2013/14,Conducted by health workers,Home,4,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2070/71,2013/14,,At BEOC/CEOC centers,0,Gandaki,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,Conducted by SBA,Health Institution,10,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,Conducted by SBA,Home,81,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,Conducted by health workers,Health Institution,3,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,Conducted by health workers,Home,9,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,,At BEOC/CEOC centers,0,Dhawalagiri,Mountain,Western
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,Conducted by SBA,Health Institution,1679,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,Conducted by SBA,Home,167,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,Conducted by health workers,Health Institution,150,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,Conducted by health workers,Home,208,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,,At BEOC/CEOC centers,439,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,Conducted by SBA,Health Institution,2007,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,Conducted by SBA,Home,122,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,Conducted by health workers,Health Institution,21,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,Conducted by health workers,Home,70,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,,At BEOC/CEOC centers,0,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,Conducted by SBA,Health Institution,4482,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,Conducted by SBA,Home,345,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,Conducted by health workers,Health Institution,271,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,Conducted by health workers,Home,329,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,,At BEOC/CEOC centers,1033,Dhawalagiri,Hill,Western
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Conducted by SBA,Health Institution,4566,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Conducted by SBA,Home,227,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Conducted by health workers,Health Institution,103,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Conducted by health workers,Home,821,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,,At BEOC/CEOC centers,668,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2070/71,2013/14,Conducted by SBA,Health Institution,4293,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2070/71,2013/14,Conducted by SBA,Home,140,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2070/71,2013/14,Conducted by health workers,Health Institution,102,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2070/71,2013/14,Conducted by health workers,Home,47,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2070/71,2013/14,,At BEOC/CEOC centers,3730,Lumbini,Hill,Western
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,Conducted by SBA,Health Institution,3765,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,Conducted by SBA,Home,322,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,Conducted by health workers,Health Institution,129,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,Conducted by health workers,Home,78,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,,At BEOC/CEOC centers,2509,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,Conducted by SBA,Health Institution,14803,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,Conducted by SBA,Home,13,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,Conducted by health workers,Health Institution,2800,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,Conducted by health workers,Home,2068,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,,At BEOC/CEOC centers,0,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2070/71,2013/14,Conducted by SBA,Health Institution,1175,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2070/71,2013/14,Conducted by SBA,Home,980,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2070/71,2013/14,Conducted by health workers,Health Institution,95,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2070/71,2013/14,Conducted by health workers,Home,2577,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2070/71,2013/14,,At BEOC/CEOC centers,329,Lumbini,Terai,Western
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,Conducted by SBA,Health Institution,1318,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,Conducted by SBA,Home,148,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,Conducted by health workers,Health Institution,32,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,Conducted by health workers,Home,127,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,,At BEOC/CEOC centers,479,Lumbini,Hill,Western
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,Conducted by SBA,Health Institution,1802,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,Conducted by SBA,Home,43,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,Conducted by health workers,Health Institution,53,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,Conducted by health workers,Home,144,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,,At BEOC/CEOC centers,936,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,Conducted by SBA,Health Institution,2269,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,Conducted by SBA,Home,111,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,Conducted by health workers,Health Institution,133,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,Conducted by health workers,Home,64,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,,At BEOC/CEOC centers,414,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,Conducted by SBA,Health Institution,1990,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,Conducted by SBA,Home,35,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,Conducted by health workers,Health Institution,91,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,Conducted by health workers,Home,150,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,,At BEOC/CEOC centers,752,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,Conducted by SBA,Health Institution,2256,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,Conducted by SBA,Home,46,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,Conducted by health workers,Health Institution,60,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,Conducted by health workers,Home,11,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,,At BEOC/CEOC centers,715,Rapti,Hill,Mid-Western
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Conducted by SBA,Health Institution,8747,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Conducted by SBA,Home,10,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Conducted by health workers,Health Institution,111,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Conducted by health workers,Home,4,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,,At BEOC/CEOC centers,5136,Rapti,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Conducted by SBA,Health Institution,15220,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Conducted by SBA,Home,26,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Conducted by health workers,Health Institution,4,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Conducted by health workers,Home,24,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,,At BEOC/CEOC centers,12066,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,Conducted by SBA,Health Institution,5324,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,Conducted by SBA,Home,6,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,Conducted by health workers,Health Institution,7,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,Conducted by health workers,Home,5,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,,At BEOC/CEOC centers,2069,Bheri,Terai,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,Conducted by SBA,Health Institution,6456,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,Conducted by SBA,Home,102,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,Conducted by health workers,Health Institution,57,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,Conducted by health workers,Home,85,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,,At BEOC/CEOC centers,3882,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Conducted by SBA,Health Institution,4503,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Conducted by SBA,Home,30,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Conducted by health workers,Health Institution,153,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Conducted by health workers,Home,10,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,,At BEOC/CEOC centers,875,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2070/71,2013/14,Conducted by SBA,Health Institution,885,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2070/71,2013/14,Conducted by SBA,Home,189,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2070/71,2013/14,Conducted by health workers,Health Institution,278,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2070/71,2013/14,Conducted by health workers,Home,277,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2070/71,2013/14,,At BEOC/CEOC centers,83,Bheri,Hill,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,Conducted by SBA,Health Institution,115,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,Conducted by SBA,Home,169,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,Conducted by health workers,Health Institution,80,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,Conducted by health workers,Home,116,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,,At BEOC/CEOC centers,30,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2070/71,2013/14,Conducted by SBA,Health Institution,521,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2070/71,2013/14,Conducted by SBA,Home,165,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2070/71,2013/14,Conducted by health workers,Health Institution,167,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2070/71,2013/14,Conducted by health workers,Home,190,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2070/71,2013/14,,At BEOC/CEOC centers,0,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2070/71,2013/14,Conducted by SBA,Health Institution,1485,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2070/71,2013/14,Conducted by SBA,Home,140,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2070/71,2013/14,Conducted by health workers,Health Institution,306,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2070/71,2013/14,Conducted by health workers,Home,54,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2070/71,2013/14,,At BEOC/CEOC centers,274,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2070/71,2013/14,Conducted by SBA,Health Institution,427,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2070/71,2013/14,Conducted by SBA,Home,78,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2070/71,2013/14,Conducted by health workers,Health Institution,82,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2070/71,2013/14,Conducted by health workers,Home,175,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2070/71,2013/14,,At BEOC/CEOC centers,148,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,Conducted by SBA,Health Institution,718,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,Conducted by SBA,Home,87,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,Conducted by health workers,Health Institution,6,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,Conducted by health workers,Home,143,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,,At BEOC/CEOC centers,113,Karnali,Mountain,Mid-Western
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Conducted by SBA,Health Institution,1533,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Conducted by SBA,Home,39,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Conducted by health workers,Health Institution,104,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Conducted by health workers,Home,90,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,,At BEOC/CEOC centers,303,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,Conducted by SBA,Health Institution,2560,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,Conducted by SBA,Home,121,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,Conducted by health workers,Health Institution,312,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,Conducted by health workers,Home,350,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,,At BEOC/CEOC centers,194,Seti,Mountain,Far-Western
Achham,Seti,Hill,Far-Western,2070/71,2013/14,Conducted by SBA,Health Institution,3457,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2070/71,2013/14,Conducted by SBA,Home,214,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2070/71,2013/14,Conducted by health workers,Health Institution,203,Seti,Hill,Far-Western
