Year BS,Year AD,District,zone,belt,region,"Ear,Nose and Throat related problems",No of people,Zone,Belt,Region
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Foreign body in respiratory tract,143,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Pharyngities/ Sore throat,4376,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Sinusitis,2888,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Tonsilitis,6833,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),4325,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Foreign body in respiratory tract,217,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Pharyngities/ Sore throat,4293,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Sinusitis,3125,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Tonsilitis,7313,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),4113,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Foreign body in respiratory tract,186,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Pharyngities/ Sore throat,4220,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Sinusitis,2582,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Tonsilitis,8458,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),1648,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Foreign body in respiratory tract,33,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Pharyngities/ Sore throat,659,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Sinusitis,1031,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Tonsilitis,1645,Bagmati,Mountain,Central
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),19738,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Foreign body in respiratory tract,207,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Pharyngities/ Sore throat,3022,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Sinusitis,3303,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Tonsilitis,6599,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),19013,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,Foreign body in respiratory tract,123,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,Pharyngities/ Sore throat,2717,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,Sinusitis,2925,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,Tonsilitis,5493,Sagarmatha,Terai,Eastern
2068/69,2011/12,Siraha,Sagarmatha,Terai,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),14983,Sagarmatha,Terai,Eastern
2068/69,2011/12,Siraha,Sagarmatha,Terai,Eastern,Foreign body in respiratory tract,141,Sagarmatha,Terai,Eastern
2068/69,2011/12,Siraha,Sagarmatha,Terai,Eastern,Pharyngities/ Sore throat,2453,Sagarmatha,Terai,Eastern
2068/69,2011/12,Siraha,Sagarmatha,Terai,Eastern,Sinusitis,2211,Sagarmatha,Terai,Eastern
2068/69,2011/12,Siraha,Sagarmatha,Terai,Eastern,Tonsilitis,4673,Sagarmatha,Terai,Eastern
2069/70,2012/13,Siraha,Sagarmatha,Terai,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),16302,Sagarmatha,Terai,Eastern
2069/70,2012/13,Siraha,Sagarmatha,Terai,Eastern,Foreign body in respiratory tract,223,Sagarmatha,Terai,Eastern
2069/70,2012/13,Siraha,Sagarmatha,Terai,Eastern,Pharyngities/ Sore throat,2953,Sagarmatha,Terai,Eastern
2069/70,2012/13,Siraha,Sagarmatha,Terai,Eastern,Sinusitis,2932,Sagarmatha,Terai,Eastern
2069/70,2012/13,Siraha,Sagarmatha,Terai,Eastern,Tonsilitis,6171,Sagarmatha,Terai,Eastern
2070/71,2013/14,Siraha,Sagarmatha,Terai,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),2598,Sagarmatha,Terai,Eastern
2070/71,2013/14,Siraha,Sagarmatha,Terai,Eastern,Foreign body in respiratory tract,14,Sagarmatha,Terai,Eastern
2070/71,2013/14,Siraha,Sagarmatha,Terai,Eastern,Pharyngities/ Sore throat,635,Sagarmatha,Terai,Eastern
2070/71,2013/14,Siraha,Sagarmatha,Terai,Eastern,Sinusitis,360,Sagarmatha,Terai,Eastern
2070/71,2013/14,Siraha,Sagarmatha,Terai,Eastern,Tonsilitis,1272,Sagarmatha,Terai,Eastern
2066/67,2009/10,Solukhumbu,Sagarmatha,Mountain,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),2852,Sagarmatha,Mountain,Eastern
2066/67,2009/10,Solukhumbu,Sagarmatha,Mountain,Eastern,Foreign body in respiratory tract,120,Sagarmatha,Mountain,Eastern
2066/67,2009/10,Solukhumbu,Sagarmatha,Mountain,Eastern,Pharyngities/ Sore throat,2507,Sagarmatha,Mountain,Eastern
2066/67,2009/10,Solukhumbu,Sagarmatha,Mountain,Eastern,Sinusitis,1864,Sagarmatha,Mountain,Eastern
2066/67,2009/10,Solukhumbu,Sagarmatha,Mountain,Eastern,Tonsilitis,4466,Sagarmatha,Mountain,Eastern
2067/68,2010/11,Solukhumbu,Sagarmatha,Mountain,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),2548,Sagarmatha,Mountain,Eastern
2067/68,2010/11,Solukhumbu,Sagarmatha,Mountain,Eastern,Foreign body in respiratory tract,106,Sagarmatha,Mountain,Eastern
2067/68,2010/11,Solukhumbu,Sagarmatha,Mountain,Eastern,Pharyngities/ Sore throat,3037,Sagarmatha,Mountain,Eastern
2067/68,2010/11,Solukhumbu,Sagarmatha,Mountain,Eastern,Sinusitis,1421,Sagarmatha,Mountain,Eastern
2067/68,2010/11,Solukhumbu,Sagarmatha,Mountain,Eastern,Tonsilitis,4982,Sagarmatha,Mountain,Eastern
2068/69,2011/12,Solukhumbu,Sagarmatha,Mountain,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),2705,Sagarmatha,Mountain,Eastern
2068/69,2011/12,Solukhumbu,Sagarmatha,Mountain,Eastern,Foreign body in respiratory tract,132,Sagarmatha,Mountain,Eastern
2068/69,2011/12,Solukhumbu,Sagarmatha,Mountain,Eastern,Pharyngities/ Sore throat,3705,Sagarmatha,Mountain,Eastern
2068/69,2011/12,Solukhumbu,Sagarmatha,Mountain,Eastern,Sinusitis,1782,Sagarmatha,Mountain,Eastern
2068/69,2011/12,Solukhumbu,Sagarmatha,Mountain,Eastern,Tonsilitis,6314,Sagarmatha,Mountain,Eastern
2069/70,2012/13,Solukhumbu,Sagarmatha,Mountain,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),2801,Sagarmatha,Mountain,Eastern
2069/70,2012/13,Solukhumbu,Sagarmatha,Mountain,Eastern,Foreign body in respiratory tract,114,Sagarmatha,Mountain,Eastern
2069/70,2012/13,Solukhumbu,Sagarmatha,Mountain,Eastern,Pharyngities/ Sore throat,4020,Sagarmatha,Mountain,Eastern
2069/70,2012/13,Solukhumbu,Sagarmatha,Mountain,Eastern,Sinusitis,1332,Sagarmatha,Mountain,Eastern
2069/70,2012/13,Solukhumbu,Sagarmatha,Mountain,Eastern,Tonsilitis,7652,Sagarmatha,Mountain,Eastern
2070/71,2013/14,Solukhumbu,Sagarmatha,Mountain,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),2714,Sagarmatha,Mountain,Eastern
2070/71,2013/14,Solukhumbu,Sagarmatha,Mountain,Eastern,Foreign body in respiratory tract,104,Sagarmatha,Mountain,Eastern
2070/71,2013/14,Solukhumbu,Sagarmatha,Mountain,Eastern,Pharyngities/ Sore throat,527,Sagarmatha,Mountain,Eastern
2070/71,2013/14,Solukhumbu,Sagarmatha,Mountain,Eastern,Sinusitis,788,Sagarmatha,Mountain,Eastern
2070/71,2013/14,Solukhumbu,Sagarmatha,Mountain,Eastern,Tonsilitis,1599,Sagarmatha,Mountain,Eastern
2066/67,2009/10,Sunsari,Kosi,Terai,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),17573,Kosi,Terai,Eastern
2066/67,2009/10,Sunsari,Kosi,Terai,Eastern,Foreign body in respiratory tract,58,Kosi,Terai,Eastern
2066/67,2009/10,Sunsari,Kosi,Terai,Eastern,Pharyngities/ Sore throat,3827,Kosi,Terai,Eastern
2066/67,2009/10,Sunsari,Kosi,Terai,Eastern,Sinusitis,1967,Kosi,Terai,Eastern
2066/67,2009/10,Sunsari,Kosi,Terai,Eastern,Tonsilitis,8095,Kosi,Terai,Eastern
2067/68,2010/11,Sunsari,Kosi,Terai,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),17104,Kosi,Terai,Eastern
2067/68,2010/11,Sunsari,Kosi,Terai,Eastern,Foreign body in respiratory tract,23,Kosi,Terai,Eastern
2067/68,2010/11,Sunsari,Kosi,Terai,Eastern,Pharyngities/ Sore throat,2756,Kosi,Terai,Eastern
2067/68,2010/11,Sunsari,Kosi,Terai,Eastern,Sinusitis,1775,Kosi,Terai,Eastern
2067/68,2010/11,Sunsari,Kosi,Terai,Eastern,Tonsilitis,8198,Kosi,Terai,Eastern
2068/69,2011/12,Sunsari,Kosi,Terai,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),15732,Kosi,Terai,Eastern
2068/69,2011/12,Sunsari,Kosi,Terai,Eastern,Foreign body in respiratory tract,48,Kosi,Terai,Eastern
2068/69,2011/12,Sunsari,Kosi,Terai,Eastern,Pharyngities/ Sore throat,2779,Kosi,Terai,Eastern
2068/69,2011/12,Sunsari,Kosi,Terai,Eastern,Sinusitis,1821,Kosi,Terai,Eastern
2068/69,2011/12,Sunsari,Kosi,Terai,Eastern,Tonsilitis,7595,Kosi,Terai,Eastern
2069/70,2012/13,Sunsari,Kosi,Terai,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),14338,Kosi,Terai,Eastern
2069/70,2012/13,Sunsari,Kosi,Terai,Eastern,Foreign body in respiratory tract,39,Kosi,Terai,Eastern
2069/70,2012/13,Sunsari,Kosi,Terai,Eastern,Pharyngities/ Sore throat,3943,Kosi,Terai,Eastern
2069/70,2012/13,Sunsari,Kosi,Terai,Eastern,Sinusitis,2073,Kosi,Terai,Eastern
2069/70,2012/13,Sunsari,Kosi,Terai,Eastern,Tonsilitis,9676,Kosi,Terai,Eastern
2070/71,2013/14,Sunsari,Kosi,Terai,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),5648,Kosi,Terai,Eastern
2070/71,2013/14,Sunsari,Kosi,Terai,Eastern,Foreign body in respiratory tract,101,Kosi,Terai,Eastern
2070/71,2013/14,Sunsari,Kosi,Terai,Eastern,Pharyngities/ Sore throat,1778,Kosi,Terai,Eastern
2070/71,2013/14,Sunsari,Kosi,Terai,Eastern,Sinusitis,1124,Kosi,Terai,Eastern
2070/71,2013/14,Sunsari,Kosi,Terai,Eastern,Tonsilitis,2500,Kosi,Terai,Eastern
2066/67,2009/10,Surkhet,Bheri,Hill,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),10206,Bheri,Hill,Mid-Western
2066/67,2009/10,Surkhet,Bheri,Hill,Mid-Western,Foreign body in respiratory tract,136,Bheri,Hill,Mid-Western
2066/67,2009/10,Surkhet,Bheri,Hill,Mid-Western,Pharyngities/ Sore throat,2333,Bheri,Hill,Mid-Western
2066/67,2009/10,Surkhet,Bheri,Hill,Mid-Western,Sinusitis,2726,Bheri,Hill,Mid-Western
2066/67,2009/10,Surkhet,Bheri,Hill,Mid-Western,Tonsilitis,4737,Bheri,Hill,Mid-Western
2067/68,2010/11,Surkhet,Bheri,Hill,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),9200,Bheri,Hill,Mid-Western
2067/68,2010/11,Surkhet,Bheri,Hill,Mid-Western,Foreign body in respiratory tract,104,Bheri,Hill,Mid-Western
2067/68,2010/11,Surkhet,Bheri,Hill,Mid-Western,Pharyngities/ Sore throat,2173,Bheri,Hill,Mid-Western
2067/68,2010/11,Surkhet,Bheri,Hill,Mid-Western,Sinusitis,2366,Bheri,Hill,Mid-Western
2067/68,2010/11,Surkhet,Bheri,Hill,Mid-Western,Tonsilitis,5568,Bheri,Hill,Mid-Western
2068/69,2011/12,Surkhet,Bheri,Hill,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),8272,Bheri,Hill,Mid-Western
2068/69,2011/12,Surkhet,Bheri,Hill,Mid-Western,Foreign body in respiratory tract,79,Bheri,Hill,Mid-Western
2068/69,2011/12,Surkhet,Bheri,Hill,Mid-Western,Pharyngities/ Sore throat,2361,Bheri,Hill,Mid-Western
2068/69,2011/12,Surkhet,Bheri,Hill,Mid-Western,Sinusitis,2387,Bheri,Hill,Mid-Western
2068/69,2011/12,Surkhet,Bheri,Hill,Mid-Western,Tonsilitis,5305,Bheri,Hill,Mid-Western
2069/70,2012/13,Surkhet,Bheri,Hill,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),8242,Bheri,Hill,Mid-Western
2069/70,2012/13,Surkhet,Bheri,Hill,Mid-Western,Foreign body in respiratory tract,88,Bheri,Hill,Mid-Western
2069/70,2012/13,Surkhet,Bheri,Hill,Mid-Western,Pharyngities/ Sore throat,2131,Bheri,Hill,Mid-Western
2069/70,2012/13,Surkhet,Bheri,Hill,Mid-Western,Sinusitis,2534,Bheri,Hill,Mid-Western
2069/70,2012/13,Surkhet,Bheri,Hill,Mid-Western,Tonsilitis,5936,Bheri,Hill,Mid-Western
2070/71,2013/14,Surkhet,Bheri,Hill,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),4229,Bheri,Hill,Mid-Western
2070/71,2013/14,Surkhet,Bheri,Hill,Mid-Western,Foreign body in respiratory tract,76,Bheri,Hill,Mid-Western
2070/71,2013/14,Surkhet,Bheri,Hill,Mid-Western,Pharyngities/ Sore throat,1097,Bheri,Hill,Mid-Western
2070/71,2013/14,Surkhet,Bheri,Hill,Mid-Western,Sinusitis,696,Bheri,Hill,Mid-Western
2070/71,2013/14,Surkhet,Bheri,Hill,Mid-Western,Tonsilitis,2088,Bheri,Hill,Mid-Western
2066/67,2009/10,Syangja,Gandaki,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),5631,Gandaki,Hill,Western
2066/67,2009/10,Syangja,Gandaki,Hill,Western,Foreign body in respiratory tract,282,Gandaki,Hill,Western
2066/67,2009/10,Syangja,Gandaki,Hill,Western,Pharyngities/ Sore throat,3706,Gandaki,Hill,Western
2066/67,2009/10,Syangja,Gandaki,Hill,Western,Sinusitis,6685,Gandaki,Hill,Western
2066/67,2009/10,Syangja,Gandaki,Hill,Western,Tonsilitis,9183,Gandaki,Hill,Western
2067/68,2010/11,Syangja,Gandaki,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),5594,Gandaki,Hill,Western
2067/68,2010/11,Syangja,Gandaki,Hill,Western,Foreign body in respiratory tract,72,Gandaki,Hill,Western
2067/68,2010/11,Syangja,Gandaki,Hill,Western,Pharyngities/ Sore throat,3285,Gandaki,Hill,Western
2067/68,2010/11,Syangja,Gandaki,Hill,Western,Sinusitis,7072,Gandaki,Hill,Western
2067/68,2010/11,Syangja,Gandaki,Hill,Western,Tonsilitis,9374,Gandaki,Hill,Western
2068/69,2011/12,Syangja,Gandaki,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),4957,Gandaki,Hill,Western
2068/69,2011/12,Syangja,Gandaki,Hill,Western,Foreign body in respiratory tract,78,Gandaki,Hill,Western
2068/69,2011/12,Syangja,Gandaki,Hill,Western,Pharyngities/ Sore throat,3048,Gandaki,Hill,Western
2068/69,2011/12,Syangja,Gandaki,Hill,Western,Sinusitis,6370,Gandaki,Hill,Western
2068/69,2011/12,Syangja,Gandaki,Hill,Western,Tonsilitis,8486,Gandaki,Hill,Western
2069/70,2012/13,Syangja,Gandaki,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),3728,Gandaki,Hill,Western
2069/70,2012/13,Syangja,Gandaki,Hill,Western,Foreign body in respiratory tract,52,Gandaki,Hill,Western
2069/70,2012/13,Syangja,Gandaki,Hill,Western,Pharyngities/ Sore throat,3295,Gandaki,Hill,Western
2069/70,2012/13,Syangja,Gandaki,Hill,Western,Sinusitis,6172,Gandaki,Hill,Western
2069/70,2012/13,Syangja,Gandaki,Hill,Western,Tonsilitis,8994,Gandaki,Hill,Western
2070/71,2013/14,Syangja,Gandaki,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),10411,Gandaki,Hill,Western
2070/71,2013/14,Syangja,Gandaki,Hill,Western,Foreign body in respiratory tract,35,Gandaki,Hill,Western
2070/71,2013/14,Syangja,Gandaki,Hill,Western,Pharyngities/ Sore throat,2360,Gandaki,Hill,Western
2070/71,2013/14,Syangja,Gandaki,Hill,Western,Sinusitis,1431,Gandaki,Hill,Western
2070/71,2013/14,Syangja,Gandaki,Hill,Western,Tonsilitis,4045,Gandaki,Hill,Western
2066/67,2009/10,Tanahu,Gandaki,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),4009,Gandaki,Hill,Western
2066/67,2009/10,Tanahu,Gandaki,Hill,Western,Foreign body in respiratory tract,177,Gandaki,Hill,Western
2066/67,2009/10,Tanahu,Gandaki,Hill,Western,Pharyngities/ Sore throat,1444,Gandaki,Hill,Western
2066/67,2009/10,Tanahu,Gandaki,Hill,Western,Sinusitis,1742,Gandaki,Hill,Western
2066/67,2009/10,Tanahu,Gandaki,Hill,Western,Tonsilitis,3474,Gandaki,Hill,Western
2067/68,2010/11,Tanahu,Gandaki,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),3961,Gandaki,Hill,Western
2067/68,2010/11,Tanahu,Gandaki,Hill,Western,Foreign body in respiratory tract,124,Gandaki,Hill,Western
2067/68,2010/11,Tanahu,Gandaki,Hill,Western,Pharyngities/ Sore throat,1501,Gandaki,Hill,Western
2067/68,2010/11,Tanahu,Gandaki,Hill,Western,Sinusitis,2176,Gandaki,Hill,Western
2067/68,2010/11,Tanahu,Gandaki,Hill,Western,Tonsilitis,3774,Gandaki,Hill,Western
2068/69,2011/12,Tanahu,Gandaki,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),3754,Gandaki,Hill,Western
2068/69,2011/12,Tanahu,Gandaki,Hill,Western,Foreign body in respiratory tract,150,Gandaki,Hill,Western
2068/69,2011/12,Tanahu,Gandaki,Hill,Western,Pharyngities/ Sore throat,1566,Gandaki,Hill,Western
2068/69,2011/12,Tanahu,Gandaki,Hill,Western,Sinusitis,2271,Gandaki,Hill,Western
2068/69,2011/12,Tanahu,Gandaki,Hill,Western,Tonsilitis,4258,Gandaki,Hill,Western
2069/70,2012/13,Tanahu,Gandaki,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),3990,Gandaki,Hill,Western
2069/70,2012/13,Tanahu,Gandaki,Hill,Western,Foreign body in respiratory tract,215,Gandaki,Hill,Western
2069/70,2012/13,Tanahu,Gandaki,Hill,Western,Pharyngities/ Sore throat,2109,Gandaki,Hill,Western
2069/70,2012/13,Tanahu,Gandaki,Hill,Western,Sinusitis,2380,Gandaki,Hill,Western
2069/70,2012/13,Tanahu,Gandaki,Hill,Western,Tonsilitis,5026,Gandaki,Hill,Western
2070/71,2013/14,Tanahu,Gandaki,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),7130,Gandaki,Hill,Western
2070/71,2013/14,Tanahu,Gandaki,Hill,Western,Foreign body in respiratory tract,126,Gandaki,Hill,Western
2070/71,2013/14,Tanahu,Gandaki,Hill,Western,Pharyngities/ Sore throat,1362,Gandaki,Hill,Western
2070/71,2013/14,Tanahu,Gandaki,Hill,Western,Sinusitis,1201,Gandaki,Hill,Western
2070/71,2013/14,Tanahu,Gandaki,Hill,Western,Tonsilitis,3297,Gandaki,Hill,Western
2066/67,2009/10,Taplejung,Mechi,Mountain,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),3183,Mechi,Mountain,Eastern
2066/67,2009/10,Taplejung,Mechi,Mountain,Eastern,Foreign body in respiratory tract,117,Mechi,Mountain,Eastern
2066/67,2009/10,Taplejung,Mechi,Mountain,Eastern,Pharyngities/ Sore throat,2519,Mechi,Mountain,Eastern
2066/67,2009/10,Taplejung,Mechi,Mountain,Eastern,Sinusitis,1305,Mechi,Mountain,Eastern
2066/67,2009/10,Taplejung,Mechi,Mountain,Eastern,Tonsilitis,8822,Mechi,Mountain,Eastern
2067/68,2010/11,Taplejung,Mechi,Mountain,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),2866,Mechi,Mountain,Eastern
2067/68,2010/11,Taplejung,Mechi,Mountain,Eastern,Foreign body in respiratory tract,116,Mechi,Mountain,Eastern
2067/68,2010/11,Taplejung,Mechi,Mountain,Eastern,Pharyngities/ Sore throat,2839,Mechi,Mountain,Eastern
2067/68,2010/11,Taplejung,Mechi,Mountain,Eastern,Sinusitis,1195,Mechi,Mountain,Eastern
2067/68,2010/11,Taplejung,Mechi,Mountain,Eastern,Tonsilitis,10016,Mechi,Mountain,Eastern
2068/69,2011/12,Taplejung,Mechi,Mountain,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),2928,Mechi,Mountain,Eastern
2068/69,2011/12,Taplejung,Mechi,Mountain,Eastern,Foreign body in respiratory tract,101,Mechi,Mountain,Eastern
2068/69,2011/12,Taplejung,Mechi,Mountain,Eastern,Pharyngities/ Sore throat,2550,Mechi,Mountain,Eastern
2068/69,2011/12,Taplejung,Mechi,Mountain,Eastern,Sinusitis,1227,Mechi,Mountain,Eastern
2068/69,2011/12,Taplejung,Mechi,Mountain,Eastern,Tonsilitis,8484,Mechi,Mountain,Eastern
2069/70,2012/13,Taplejung,Mechi,Mountain,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),2548,Mechi,Mountain,Eastern
2069/70,2012/13,Taplejung,Mechi,Mountain,Eastern,Foreign body in respiratory tract,200,Mechi,Mountain,Eastern
2069/70,2012/13,Taplejung,Mechi,Mountain,Eastern,Pharyngities/ Sore throat,2993,Mechi,Mountain,Eastern
2069/70,2012/13,Taplejung,Mechi,Mountain,Eastern,Sinusitis,1427,Mechi,Mountain,Eastern
2069/70,2012/13,Taplejung,Mechi,Mountain,Eastern,Tonsilitis,12020,Mechi,Mountain,Eastern
2070/71,2013/14,Taplejung,Mechi,Mountain,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),3569,Mechi,Mountain,Eastern
2070/71,2013/14,Taplejung,Mechi,Mountain,Eastern,Foreign body in respiratory tract,202,Mechi,Mountain,Eastern
2070/71,2013/14,Taplejung,Mechi,Mountain,Eastern,Pharyngities/ Sore throat,921,Mechi,Mountain,Eastern
2070/71,2013/14,Taplejung,Mechi,Mountain,Eastern,Sinusitis,688,Mechi,Mountain,Eastern
2070/71,2013/14,Taplejung,Mechi,Mountain,Eastern,Tonsilitis,1924,Mechi,Mountain,Eastern
2066/67,2009/10,Terhathum,Kosi,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),2326,Kosi,Hill,Eastern
2066/67,2009/10,Terhathum,Kosi,Hill,Eastern,Foreign body in respiratory tract,83,Kosi,Hill,Eastern
2066/67,2009/10,Terhathum,Kosi,Hill,Eastern,Pharyngities/ Sore throat,2569,Kosi,Hill,Eastern
2066/67,2009/10,Terhathum,Kosi,Hill,Eastern,Sinusitis,936,Kosi,Hill,Eastern
2066/67,2009/10,Terhathum,Kosi,Hill,Eastern,Tonsilitis,6456,Kosi,Hill,Eastern
2067/68,2010/11,Terhathum,Kosi,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),2426,Kosi,Hill,Eastern
2067/68,2010/11,Terhathum,Kosi,Hill,Eastern,Foreign body in respiratory tract,21,Kosi,Hill,Eastern
2067/68,2010/11,Terhathum,Kosi,Hill,Eastern,Pharyngities/ Sore throat,4005,Kosi,Hill,Eastern
2067/68,2010/11,Terhathum,Kosi,Hill,Eastern,Sinusitis,1078,Kosi,Hill,Eastern
2067/68,2010/11,Terhathum,Kosi,Hill,Eastern,Tonsilitis,6804,Kosi,Hill,Eastern
2068/69,2011/12,Terhathum,Kosi,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),2174,Kosi,Hill,Eastern
2068/69,2011/12,Terhathum,Kosi,Hill,Eastern,Foreign body in respiratory tract,43,Kosi,Hill,Eastern
2068/69,2011/12,Terhathum,Kosi,Hill,Eastern,Pharyngities/ Sore throat,2996,Kosi,Hill,Eastern
2068/69,2011/12,Terhathum,Kosi,Hill,Eastern,Sinusitis,1318,Kosi,Hill,Eastern
2068/69,2011/12,Terhathum,Kosi,Hill,Eastern,Tonsilitis,7126,Kosi,Hill,Eastern
2069/70,2012/13,Terhathum,Kosi,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),1996,Kosi,Hill,Eastern
2069/70,2012/13,Terhathum,Kosi,Hill,Eastern,Foreign body in respiratory tract,113,Kosi,Hill,Eastern
2069/70,2012/13,Terhathum,Kosi,Hill,Eastern,Pharyngities/ Sore throat,2885,Kosi,Hill,Eastern
2069/70,2012/13,Terhathum,Kosi,Hill,Eastern,Sinusitis,924,Kosi,Hill,Eastern
2069/70,2012/13,Terhathum,Kosi,Hill,Eastern,Tonsilitis,7545,Kosi,Hill,Eastern
2070/71,2013/14,Terhathum,Kosi,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),3605,Kosi,Hill,Eastern
2070/71,2013/14,Terhathum,Kosi,Hill,Eastern,Foreign body in respiratory tract,44,Kosi,Hill,Eastern
2070/71,2013/14,Terhathum,Kosi,Hill,Eastern,Pharyngities/ Sore throat,868,Kosi,Hill,Eastern
2070/71,2013/14,Terhathum,Kosi,Hill,Eastern,Sinusitis,610,Kosi,Hill,Eastern
2070/71,2013/14,Terhathum,Kosi,Hill,Eastern,Tonsilitis,3215,Kosi,Hill,Eastern
2066/67,2009/10,Udayapur,Sagarmatha,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),4285,Sagarmatha,Hill,Eastern
2066/67,2009/10,Udayapur,Sagarmatha,Hill,Eastern,Foreign body in respiratory tract,267,Sagarmatha,Hill,Eastern
2066/67,2009/10,Udayapur,Sagarmatha,Hill,Eastern,Pharyngities/ Sore throat,3098,Sagarmatha,Hill,Eastern
2066/67,2009/10,Udayapur,Sagarmatha,Hill,Eastern,Sinusitis,1795,Sagarmatha,Hill,Eastern
