Year AD,Year BS,District,zone,belt,region,Type of disease,Number of patient,Zone,Belt,Region
2013/14,2070/71,Pyuthan,Rapti,Hill,Mid-Western,Ameobic Dysentry,6809,Rapti,Hill,Mid-Western
2013/14,2070/71,Pyuthan,Rapti,Hill,Mid-Western,Baccilary Dysentry,3217,Rapti,Hill,Mid-Western
2013/14,2070/71,Pyuthan,Rapti,Hill,Mid-Western,"Presumed non infectious
diarrhoea",12751,Rapti,Hill,Mid-Western
2013/14,2070/71,Pyuthan,Rapti,Hill,Mid-Western,Cholera,0,Rapti,Hill,Mid-Western
2013/14,2070/71,Pyuthan,Rapti,Hill,Mid-Western,Intestinal Worms,4516,Rapti,Hill,Mid-Western
2013/14,2070/71,Pyuthan,Rapti,Hill,Mid-Western,"Jaundice and Infective
Hepatitis",928,Rapti,Hill,Mid-Western
2013/14,2070/71,Rolpa,Rapti,Hill,Mid-Western,Typhoid (Enteric Fever),6420,Rapti,Hill,Mid-Western
2013/14,2070/71,Rolpa,Rapti,Hill,Mid-Western,Acute gastro enteritis,2712,Rapti,Hill,Mid-Western
2013/14,2070/71,Rolpa,Rapti,Hill,Mid-Western,Ameobic Dysentry,5404,Rapti,Hill,Mid-Western
2013/14,2070/71,Rolpa,Rapti,Hill,Mid-Western,Baccilary Dysentry,2226,Rapti,Hill,Mid-Western
2013/14,2070/71,Rolpa,Rapti,Hill,Mid-Western,"Presumed non infectious
diarrhoea",7366,Rapti,Hill,Mid-Western
2013/14,2070/71,Rolpa,Rapti,Hill,Mid-Western,Cholera,0,Rapti,Hill,Mid-Western
2013/14,2070/71,Rolpa,Rapti,Hill,Mid-Western,Intestinal Worms,3320,Rapti,Hill,Mid-Western
2013/14,2070/71,Rolpa,Rapti,Hill,Mid-Western,"Jaundice and Infective
Hepatitis",256,Rapti,Hill,Mid-Western
2013/14,2070/71,Rukum,Rapti,Hill,Mid-Western,Typhoid (Enteric Fever),7212,Rapti,Hill,Mid-Western
2013/14,2070/71,Rukum,Rapti,Hill,Mid-Western,Acute gastro enteritis,2089,Rapti,Hill,Mid-Western
2013/14,2070/71,Rukum,Rapti,Hill,Mid-Western,Ameobic Dysentry,5292,Rapti,Hill,Mid-Western
2013/14,2070/71,Rukum,Rapti,Hill,Mid-Western,Baccilary Dysentry,2508,Rapti,Hill,Mid-Western
2013/14,2070/71,Rukum,Rapti,Hill,Mid-Western,"Presumed non infectious
diarrhoea",7272,Rapti,Hill,Mid-Western
2013/14,2070/71,Rukum,Rapti,Hill,Mid-Western,Cholera,1,Rapti,Hill,Mid-Western
2013/14,2070/71,Rukum,Rapti,Hill,Mid-Western,Intestinal Worms,5546,Rapti,Hill,Mid-Western
2013/14,2070/71,Rukum,Rapti,Hill,Mid-Western,"Jaundice and Infective
Hepatitis",181,Rapti,Hill,Mid-Western
2013/14,2070/71,Salyan,Rapti,Hill,Mid-Western,Typhoid (Enteric Fever),8914,Rapti,Hill,Mid-Western
2013/14,2070/71,Salyan,Rapti,Hill,Mid-Western,Acute gastro enteritis,3290,Rapti,Hill,Mid-Western
2013/14,2070/71,Salyan,Rapti,Hill,Mid-Western,Ameobic Dysentry,9319,Rapti,Hill,Mid-Western
2013/14,2070/71,Salyan,Rapti,Hill,Mid-Western,Baccilary Dysentry,5200,Rapti,Hill,Mid-Western
2013/14,2070/71,Salyan,Rapti,Hill,Mid-Western,"Presumed non infectious
diarrhoea",6989,Rapti,Hill,Mid-Western
2013/14,2070/71,Salyan,Rapti,Hill,Mid-Western,Cholera,0,Rapti,Hill,Mid-Western
2013/14,2070/71,Salyan,Rapti,Hill,Mid-Western,Intestinal Worms,4847,Rapti,Hill,Mid-Western
2013/14,2070/71,Salyan,Rapti,Hill,Mid-Western,"Jaundice and Infective
Hepatitis",505,Rapti,Hill,Mid-Western
2013/14,2070/71,Dang,Rapti,Terai,Mid-Western,Typhoid (Enteric Fever),14540,Rapti,Terai,Mid-Western
2013/14,2070/71,Dang,Rapti,Terai,Mid-Western,Acute gastro enteritis,4523,Rapti,Terai,Mid-Western
2013/14,2070/71,Dang,Rapti,Terai,Mid-Western,Ameobic Dysentry,10523,Rapti,Terai,Mid-Western
2013/14,2070/71,Dang,Rapti,Terai,Mid-Western,Baccilary Dysentry,5022,Rapti,Terai,Mid-Western
2013/14,2070/71,Dang,Rapti,Terai,Mid-Western,"Presumed non infectious
diarrhoea",12589,Rapti,Terai,Mid-Western
2013/14,2070/71,Dang,Rapti,Terai,Mid-Western,Cholera,0,Rapti,Terai,Mid-Western
2013/14,2070/71,Dang,Rapti,Terai,Mid-Western,Intestinal Worms,9582,Rapti,Terai,Mid-Western
2013/14,2070/71,Dang,Rapti,Terai,Mid-Western,"Jaundice and Infective
Hepatitis",2109,Rapti,Terai,Mid-Western
2013/14,2070/71,Banke,Bheri,Terai,Mid-Western,Typhoid (Enteric Fever),7294,Bheri,Terai,Mid-Western
2013/14,2070/71,Banke,Bheri,Terai,Mid-Western,Acute gastro enteritis,5997,Bheri,Terai,Mid-Western
2013/14,2070/71,Banke,Bheri,Terai,Mid-Western,Ameobic Dysentry,13258,Bheri,Terai,Mid-Western
2013/14,2070/71,Banke,Bheri,Terai,Mid-Western,Baccilary Dysentry,6000,Bheri,Terai,Mid-Western
2013/14,2070/71,Banke,Bheri,Terai,Mid-Western,"Presumed non infectious
diarrhoea",15552,Bheri,Terai,Mid-Western
2013/14,2070/71,Banke,Bheri,Terai,Mid-Western,Cholera,0,Bheri,Terai,Mid-Western
2013/14,2070/71,Banke,Bheri,Terai,Mid-Western,Intestinal Worms,12342,Bheri,Terai,Mid-Western
2013/14,2070/71,Banke,Bheri,Terai,Mid-Western,"Jaundice and Infective
Hepatitis",308,Bheri,Terai,Mid-Western
2013/14,2070/71,Bardiya,Bheri,Terai,Mid-Western,Typhoid (Enteric Fever),13085,Bheri,Terai,Mid-Western
2013/14,2070/71,Bardiya,Bheri,Terai,Mid-Western,Acute gastro enteritis,5233,Bheri,Terai,Mid-Western
2013/14,2070/71,Bardiya,Bheri,Terai,Mid-Western,Ameobic Dysentry,11634,Bheri,Terai,Mid-Western
2013/14,2070/71,Bardiya,Bheri,Terai,Mid-Western,Baccilary Dysentry,6315,Bheri,Terai,Mid-Western
2013/14,2070/71,Bardiya,Bheri,Terai,Mid-Western,"Presumed non infectious
diarrhoea",10822,Bheri,Terai,Mid-Western
2013/14,2070/71,Bardiya,Bheri,Terai,Mid-Western,Cholera,0,Bheri,Terai,Mid-Western
2013/14,2070/71,Bardiya,Bheri,Terai,Mid-Western,Intestinal Worms,11729,Bheri,Terai,Mid-Western
2013/14,2070/71,Bardiya,Bheri,Terai,Mid-Western,"Jaundice and Infective
Hepatitis",1012,Bheri,Terai,Mid-Western
2013/14,2070/71,Surkhet,Bheri,Hill,Mid-Western,Typhoid (Enteric Fever),13639,Bheri,Hill,Mid-Western
2013/14,2070/71,Surkhet,Bheri,Hill,Mid-Western,Acute gastro enteritis,7915,Bheri,Hill,Mid-Western
2013/14,2070/71,Surkhet,Bheri,Hill,Mid-Western,Ameobic Dysentry,10100,Bheri,Hill,Mid-Western
2013/14,2070/71,Surkhet,Bheri,Hill,Mid-Western,Baccilary Dysentry,5375,Bheri,Hill,Mid-Western
2013/14,2070/71,Surkhet,Bheri,Hill,Mid-Western,"Presumed non infectious
diarrhoea",7078,Bheri,Hill,Mid-Western
2013/14,2070/71,Surkhet,Bheri,Hill,Mid-Western,Cholera,0,Bheri,Hill,Mid-Western
2013/14,2070/71,Surkhet,Bheri,Hill,Mid-Western,Intestinal Worms,11972,Bheri,Hill,Mid-Western
2013/14,2070/71,Surkhet,Bheri,Hill,Mid-Western,"Jaundice and Infective
Hepatitis",808,Bheri,Hill,Mid-Western
2013/14,2070/71,Dailekh,Bheri,Hill,Mid-Western,Typhoid (Enteric Fever),13345,Bheri,Hill,Mid-Western
2013/14,2070/71,Dailekh,Bheri,Hill,Mid-Western,Acute gastro enteritis,3080,Bheri,Hill,Mid-Western
2013/14,2070/71,Dailekh,Bheri,Hill,Mid-Western,Ameobic Dysentry,5687,Bheri,Hill,Mid-Western
2013/14,2070/71,Dailekh,Bheri,Hill,Mid-Western,Baccilary Dysentry,3245,Bheri,Hill,Mid-Western
2013/14,2070/71,Dailekh,Bheri,Hill,Mid-Western,"Presumed non infectious
diarrhoea",17336,Bheri,Hill,Mid-Western
2013/14,2070/71,Dailekh,Bheri,Hill,Mid-Western,Cholera,0,Bheri,Hill,Mid-Western
2013/14,2070/71,Dailekh,Bheri,Hill,Mid-Western,Intestinal Worms,5748,Bheri,Hill,Mid-Western
2013/14,2070/71,Dailekh,Bheri,Hill,Mid-Western,"Jaundice and Infective
Hepatitis",204,Bheri,Hill,Mid-Western
2013/14,2070/71,Jajarkot,Bheri,Hill,Mid-Western,Typhoid (Enteric Fever),3954,Bheri,Hill,Mid-Western
2013/14,2070/71,Jajarkot,Bheri,Hill,Mid-Western,Acute gastro enteritis,3845,Bheri,Hill,Mid-Western
2013/14,2070/71,Jajarkot,Bheri,Hill,Mid-Western,Ameobic Dysentry,4388,Bheri,Hill,Mid-Western
2013/14,2070/71,Jajarkot,Bheri,Hill,Mid-Western,Baccilary Dysentry,2788,Bheri,Hill,Mid-Western
2013/14,2070/71,Jajarkot,Bheri,Hill,Mid-Western,"Presumed non infectious
diarrhoea",3871,Bheri,Hill,Mid-Western
2013/14,2070/71,Jajarkot,Bheri,Hill,Mid-Western,Cholera,48,Bheri,Hill,Mid-Western
2013/14,2070/71,Jajarkot,Bheri,Hill,Mid-Western,Intestinal Worms,5858,Bheri,Hill,Mid-Western
2013/14,2070/71,Jajarkot,Bheri,Hill,Mid-Western,"Jaundice and Infective
Hepatitis",202,Bheri,Hill,Mid-Western
2013/14,2070/71,Dolpa,Karnali,Mountain,Mid-Western,Typhoid (Enteric Fever),544,Karnali,Mountain,Mid-Western
2013/14,2070/71,Dolpa,Karnali,Mountain,Mid-Western,Acute gastro enteritis,435,Karnali,Mountain,Mid-Western
2013/14,2070/71,Dolpa,Karnali,Mountain,Mid-Western,Ameobic Dysentry,1344,Karnali,Mountain,Mid-Western
2013/14,2070/71,Dolpa,Karnali,Mountain,Mid-Western,Baccilary Dysentry,651,Karnali,Mountain,Mid-Western
2013/14,2070/71,Dolpa,Karnali,Mountain,Mid-Western,"Presumed non infectious
diarrhoea",1277,Karnali,Mountain,Mid-Western
2013/14,2070/71,Dolpa,Karnali,Mountain,Mid-Western,Cholera,0,Karnali,Mountain,Mid-Western
2013/14,2070/71,Dolpa,Karnali,Mountain,Mid-Western,Intestinal Worms,6082,Karnali,Mountain,Mid-Western
2013/14,2070/71,Dolpa,Karnali,Mountain,Mid-Western,"Jaundice and Infective
Hepatitis",107,Karnali,Mountain,Mid-Western
2013/14,2070/71,Jumla,Karnali,Mountain,Mid-Western,Typhoid (Enteric Fever),853,Karnali,Mountain,Mid-Western
2013/14,2070/71,Jumla,Karnali,Mountain,Mid-Western,Acute gastro enteritis,2552,Karnali,Mountain,Mid-Western
2013/14,2070/71,Jumla,Karnali,Mountain,Mid-Western,Ameobic Dysentry,2762,Karnali,Mountain,Mid-Western
2013/14,2070/71,Jumla,Karnali,Mountain,Mid-Western,Baccilary Dysentry,1551,Karnali,Mountain,Mid-Western
2013/14,2070/71,Jumla,Karnali,Mountain,Mid-Western,"Presumed non infectious
diarrhoea",2422,Karnali,Mountain,Mid-Western
2013/14,2070/71,Jumla,Karnali,Mountain,Mid-Western,Cholera,0,Karnali,Mountain,Mid-Western
2013/14,2070/71,Jumla,Karnali,Mountain,Mid-Western,Intestinal Worms,5971,Karnali,Mountain,Mid-Western
2013/14,2070/71,Jumla,Karnali,Mountain,Mid-Western,"Jaundice and Infective
Hepatitis",105,Karnali,Mountain,Mid-Western
2013/14,2070/71,Kalikot,Karnali,Mountain,Mid-Western,Typhoid (Enteric Fever),1717,Karnali,Mountain,Mid-Western
2013/14,2070/71,Kalikot,Karnali,Mountain,Mid-Western,Acute gastro enteritis,2196,Karnali,Mountain,Mid-Western
2013/14,2070/71,Kalikot,Karnali,Mountain,Mid-Western,Ameobic Dysentry,4482,Karnali,Mountain,Mid-Western
2013/14,2070/71,Kalikot,Karnali,Mountain,Mid-Western,Baccilary Dysentry,2771,Karnali,Mountain,Mid-Western
2013/14,2070/71,Kalikot,Karnali,Mountain,Mid-Western,"Presumed non infectious
diarrhoea",2910,Karnali,Mountain,Mid-Western
2013/14,2070/71,Kalikot,Karnali,Mountain,Mid-Western,Cholera,0,Karnali,Mountain,Mid-Western
2013/14,2070/71,Kalikot,Karnali,Mountain,Mid-Western,Intestinal Worms,6290,Karnali,Mountain,Mid-Western
2013/14,2070/71,Kalikot,Karnali,Mountain,Mid-Western,"Jaundice and Infective
Hepatitis",136,Karnali,Mountain,Mid-Western
2013/14,2070/71,Mugu,Karnali,Mountain,Mid-Western,Typhoid (Enteric Fever),508,Karnali,Mountain,Mid-Western
2013/14,2070/71,Mugu,Karnali,Mountain,Mid-Western,Acute gastro enteritis,1315,Karnali,Mountain,Mid-Western
2013/14,2070/71,Mugu,Karnali,Mountain,Mid-Western,Ameobic Dysentry,2107,Karnali,Mountain,Mid-Western
2013/14,2070/71,Mugu,Karnali,Mountain,Mid-Western,Baccilary Dysentry,1100,Karnali,Mountain,Mid-Western
2013/14,2070/71,Mugu,Karnali,Mountain,Mid-Western,"Presumed non infectious
diarrhoea",743,Karnali,Mountain,Mid-Western
2013/14,2070/71,Mugu,Karnali,Mountain,Mid-Western,Cholera,5,Karnali,Mountain,Mid-Western
2013/14,2070/71,Mugu,Karnali,Mountain,Mid-Western,Intestinal Worms,3848,Karnali,Mountain,Mid-Western
2013/14,2070/71,Mugu,Karnali,Mountain,Mid-Western,"Jaundice and Infective
Hepatitis",53,Karnali,Mountain,Mid-Western
2013/14,2070/71,Humla,Karnali,Mountain,Mid-Western,Typhoid (Enteric Fever),755,Karnali,Mountain,Mid-Western
2013/14,2070/71,Humla,Karnali,Mountain,Mid-Western,Acute gastro enteritis,3247,Karnali,Mountain,Mid-Western
2013/14,2070/71,Humla,Karnali,Mountain,Mid-Western,Ameobic Dysentry,4171,Karnali,Mountain,Mid-Western
2013/14,2070/71,Humla,Karnali,Mountain,Mid-Western,Baccilary Dysentry,2863,Karnali,Mountain,Mid-Western
2013/14,2070/71,Humla,Karnali,Mountain,Mid-Western,"Presumed non infectious
diarrhoea",2270,Karnali,Mountain,Mid-Western
2013/14,2070/71,Humla,Karnali,Mountain,Mid-Western,Cholera,0,Karnali,Mountain,Mid-Western
2013/14,2070/71,Humla,Karnali,Mountain,Mid-Western,Intestinal Worms,6914,Karnali,Mountain,Mid-Western
2013/14,2070/71,Humla,Karnali,Mountain,Mid-Western,"Jaundice and Infective
Hepatitis",132,Karnali,Mountain,Mid-Western
2013/14,2070/71,Bajura,Seti,Mountain,Far-Western,Typhoid (Enteric Fever),4589,Seti,Mountain,Far-Western
2013/14,2070/71,Bajura,Seti,Mountain,Far-Western,Acute gastro enteritis,2450,Seti,Mountain,Far-Western
2013/14,2070/71,Bajura,Seti,Mountain,Far-Western,Ameobic Dysentry,7873,Seti,Mountain,Far-Western
2013/14,2070/71,Bajura,Seti,Mountain,Far-Western,Baccilary Dysentry,3637,Seti,Mountain,Far-Western
2013/14,2070/71,Bajura,Seti,Mountain,Far-Western,"Presumed non infectious
diarrhoea",5050,Seti,Mountain,Far-Western
2013/14,2070/71,Bajura,Seti,Mountain,Far-Western,Cholera,46,Seti,Mountain,Far-Western
2013/14,2070/71,Bajura,Seti,Mountain,Far-Western,Intestinal Worms,4131,Seti,Mountain,Far-Western
2013/14,2070/71,Bajura,Seti,Mountain,Far-Western,"Jaundice and Infective
Hepatitis",158,Seti,Mountain,Far-Western
2013/14,2070/71,Bajhang,Seti,Mountain,Far-Western,Typhoid (Enteric Fever),6669,Seti,Mountain,Far-Western
2013/14,2070/71,Bajhang,Seti,Mountain,Far-Western,Acute gastro enteritis,2647,Seti,Mountain,Far-Western
2013/14,2070/71,Bajhang,Seti,Mountain,Far-Western,Ameobic Dysentry,7693,Seti,Mountain,Far-Western
2013/14,2070/71,Bajhang,Seti,Mountain,Far-Western,Baccilary Dysentry,3614,Seti,Mountain,Far-Western
2013/14,2070/71,Bajhang,Seti,Mountain,Far-Western,"Presumed non infectious
diarrhoea",5448,Seti,Mountain,Far-Western
2013/14,2070/71,Bajhang,Seti,Mountain,Far-Western,Cholera,108,Seti,Mountain,Far-Western
2013/14,2070/71,Bajhang,Seti,Mountain,Far-Western,Intestinal Worms,6524,Seti,Mountain,Far-Western
2013/14,2070/71,Bajhang,Seti,Mountain,Far-Western,"Jaundice and Infective
Hepatitis",521,Seti,Mountain,Far-Western
2013/14,2070/71,Achham,Seti,Hill,Far-Western,Typhoid (Enteric Fever),5173,Seti,Hill,Far-Western
2013/14,2070/71,Achham,Seti,Hill,Far-Western,Acute gastro enteritis,4590,Seti,Hill,Far-Western
2013/14,2070/71,Achham,Seti,Hill,Far-Western,Ameobic Dysentry,14172,Seti,Hill,Far-Western
2013/14,2070/71,Achham,Seti,Hill,Far-Western,Baccilary Dysentry,6002,Seti,Hill,Far-Western
2013/14,2070/71,Achham,Seti,Hill,Far-Western,"Presumed non infectious
diarrhoea",14436,Seti,Hill,Far-Western
2013/14,2070/71,Achham,Seti,Hill,Far-Western,Cholera,14,Seti,Hill,Far-Western
2013/14,2070/71,Achham,Seti,Hill,Far-Western,Intestinal Worms,10078,Seti,Hill,Far-Western
2013/14,2070/71,Achham,Seti,Hill,Far-Western,"Jaundice and Infective
Hepatitis",311,Seti,Hill,Far-Western
2013/14,2070/71,Doti,Seti,Hill,Far-Western,Typhoid (Enteric Fever),3329,Seti,Hill,Far-Western
2013/14,2070/71,Doti,Seti,Hill,Far-Western,Acute gastro enteritis,4091,Seti,Hill,Far-Western
2013/14,2070/71,Doti,Seti,Hill,Far-Western,Ameobic Dysentry,7642,Seti,Hill,Far-Western
2013/14,2070/71,Doti,Seti,Hill,Far-Western,Baccilary Dysentry,4151,Seti,Hill,Far-Western
2013/14,2070/71,Doti,Seti,Hill,Far-Western,"Presumed non infectious
diarrhoea",8955,Seti,Hill,Far-Western
2013/14,2070/71,Doti,Seti,Hill,Far-Western,Cholera,0,Seti,Hill,Far-Western
2013/14,2070/71,Doti,Seti,Hill,Far-Western,Intestinal Worms,8108,Seti,Hill,Far-Western
2013/14,2070/71,Doti,Seti,Hill,Far-Western,"Jaundice and Infective
Hepatitis",437,Seti,Hill,Far-Western
2013/14,2070/71,Kailali,Seti,Terai,Far-Western,Typhoid (Enteric Fever),12917,Seti,Terai,Far-Western
2013/14,2070/71,Kailali,Seti,Terai,Far-Western,Acute gastro enteritis,5426,Seti,Terai,Far-Western
2013/14,2070/71,Kailali,Seti,Terai,Far-Western,Ameobic Dysentry,9301,Seti,Terai,Far-Western
2013/14,2070/71,Kailali,Seti,Terai,Far-Western,Baccilary Dysentry,4152,Seti,Terai,Far-Western
2013/14,2070/71,Kailali,Seti,Terai,Far-Western,"Presumed non infectious
diarrhoea",14896,Seti,Terai,Far-Western
2013/14,2070/71,Kailali,Seti,Terai,Far-Western,Cholera,0,Seti,Terai,Far-Western
2013/14,2070/71,Kailali,Seti,Terai,Far-Western,Intestinal Worms,10140,Seti,Terai,Far-Western
2013/14,2070/71,Kailali,Seti,Terai,Far-Western,"Jaundice and Infective
Hepatitis",2418,Seti,Terai,Far-Western
2013/14,2070/71,Kanchanpur,Mahakali,Terai,Far-Western,Typhoid (Enteric Fever),8136,Mahakali,Terai,Far-Western
2013/14,2070/71,Kanchanpur,Mahakali,Terai,Far-Western,Acute gastro enteritis,2165,Mahakali,Terai,Far-Western
2013/14,2070/71,Kanchanpur,Mahakali,Terai,Far-Western,Ameobic Dysentry,8280,Mahakali,Terai,Far-Western
2013/14,2070/71,Kanchanpur,Mahakali,Terai,Far-Western,Baccilary Dysentry,3732,Mahakali,Terai,Far-Western
2013/14,2070/71,Kanchanpur,Mahakali,Terai,Far-Western,"Presumed non infectious
diarrhoea",8792,Mahakali,Terai,Far-Western
2013/14,2070/71,Kanchanpur,Mahakali,Terai,Far-Western,Cholera,15,Mahakali,Terai,Far-Western
2013/14,2070/71,Kanchanpur,Mahakali,Terai,Far-Western,Intestinal Worms,5497,Mahakali,Terai,Far-Western
2013/14,2070/71,Kanchanpur,Mahakali,Terai,Far-Western,"Jaundice and Infective
Hepatitis",1427,Mahakali,Terai,Far-Western
2013/14,2070/71,Dadeldhura,Mahakali,Hill,Far-Western,Typhoid (Enteric Fever),3049,Mahakali,Hill,Far-Western
2013/14,2070/71,Dadeldhura,Mahakali,Hill,Far-Western,Acute gastro enteritis,1908,Mahakali,Hill,Far-Western
2013/14,2070/71,Dadeldhura,Mahakali,Hill,Far-Western,Ameobic Dysentry,4145,Mahakali,Hill,Far-Western
2013/14,2070/71,Dadeldhura,Mahakali,Hill,Far-Western,Baccilary Dysentry,2136,Mahakali,Hill,Far-Western
2013/14,2070/71,Dadeldhura,Mahakali,Hill,Far-Western,"Presumed non infectious
diarrhoea",5232,Mahakali,Hill,Far-Western
2013/14,2070/71,Dadeldhura,Mahakali,Hill,Far-Western,Cholera,245,Mahakali,Hill,Far-Western
2013/14,2070/71,Dadeldhura,Mahakali,Hill,Far-Western,Intestinal Worms,2516,Mahakali,Hill,Far-Western
2013/14,2070/71,Dadeldhura,Mahakali,Hill,Far-Western,"Jaundice and Infective
Hepatitis",423,Mahakali,Hill,Far-Western
2013/14,2070/71,Baitadi,Mahakali,Hill,Far-Western,Typhoid (Enteric Fever),3850,Mahakali,Hill,Far-Western
2013/14,2070/71,Baitadi,Mahakali,Hill,Far-Western,Acute gastro enteritis,1851,Mahakali,Hill,Far-Western
2013/14,2070/71,Baitadi,Mahakali,Hill,Far-Western,Ameobic Dysentry,8386,Mahakali,Hill,Far-Western
2013/14,2070/71,Baitadi,Mahakali,Hill,Far-Western,Baccilary Dysentry,2823,Mahakali,Hill,Far-Western
2013/14,2070/71,Baitadi,Mahakali,Hill,Far-Western,"Presumed non infectious
diarrhoea",5034,Mahakali,Hill,Far-Western
2013/14,2070/71,Baitadi,Mahakali,Hill,Far-Western,Cholera,15,Mahakali,Hill,Far-Western
2013/14,2070/71,Baitadi,Mahakali,Hill,Far-Western,Intestinal Worms,3513,Mahakali,Hill,Far-Western
2013/14,2070/71,Baitadi,Mahakali,Hill,Far-Western,"Jaundice and Infective
Hepatitis",228,Mahakali,Hill,Far-Western
2013/14,2070/71,Darchaula,Mahakali,Mountain,Far-Western,Typhoid (Enteric Fever),1910,Mahakali,Mountain,Far-Western
2013/14,2070/71,Darchaula,Mahakali,Mountain,Far-Western,Acute gastro enteritis,629,Mahakali,Mountain,Far-Western
2013/14,2070/71,Darchaula,Mahakali,Mountain,Far-Western,Ameobic Dysentry,4501,Mahakali,Mountain,Far-Western
2013/14,2070/71,Darchaula,Mahakali,Mountain,Far-Western,Baccilary Dysentry,1587,Mahakali,Mountain,Far-Western
2013/14,2070/71,Darchaula,Mahakali,Mountain,Far-Western,"Presumed non infectious
diarrhoea",3746,Mahakali,Mountain,Far-Western
2013/14,2070/71,Darchaula,Mahakali,Mountain,Far-Western,Cholera,28,Mahakali,Mountain,Far-Western
2013/14,2070/71,Darchaula,Mahakali,Mountain,Far-Western,Intestinal Worms,3306,Mahakali,Mountain,Far-Western
2013/14,2070/71,Darchaula,Mahakali,Mountain,Far-Western,"Jaundice and Infective
Hepatitis",111,Mahakali,Mountain,Far-Western
